"child_id","child_gender","child_age_rounded","age_days","age","condition","counterbalance","attn1","attn2","test","attn3","rachel_false_belief","diana_false_belief","allie_false_belief","mean_fb","num_speakers","coding_experience","smartphone_frequency","smart_speaker_frequency","voice_assistant_frequency","pass_attn1","pass_attn2","pass_attn3","pass_all_attn","chose_song_1","age_months","floor_age","va_daily","ss_daily","multiSSexperience"
"cKNVRc","f",1770,1773,4.85420944558522,"AI",3,"spider","wheels","spider",1,1,1,1,1,3,"no experience with coding","About once a day","About once a week","About once a week",1,1,1,1,1,58.2897721668804,4,FALSE,FALSE,TRUE
"cMD6FQ","m",5220,4913,13.45106091718,"Person",1,"spider","wheels","spider",1,1,1,1,1,3,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","About once a day","Several times a day",1,1,1,1,1,161.52151757241,13,TRUE,TRUE,TRUE
"cMD6FQ","m",5220,4913,13.45106091718,"AI",2,"wheels","spider","wheels",1,1,1,1,1,1,"no experience with coding","Several times a day","Several times a day","Several times a day",1,1,1,1,1,161.52151757241,13,TRUE,TRUE,FALSE
"B5SScH","f",2520,4478,12.2600958247775,"Person",2,"wheels","spider","wheels",1,1,1,1,1,1,"coding class at school","Several times a day","Several times a day","Several times a day",1,1,1,1,1,147.22030443502,12,TRUE,TRUE,FALSE
"CQKHMP","f",4980,4993,13.6700889801506,"Person",2,"wheels","spider","wheels",1,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","About once a day","About once a day",1,1,1,1,1,164.151625735608,13,TRUE,TRUE,TRUE
"CR3XRZ",NA,NA,3757,10.2861054072553,"Person",4,"wheels","spider","wheels",1,1,0,0,0.333333333333333,3,NA,"Several times a day","Several times a day","Several times a day",1,1,1,1,1,123.516454614196,10,TRUE,TRUE,TRUE
"CRAcZd","f",5430,5424,14.8501026694045,"Person",4,"wheels","spider","wheels",1,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day",NA,NA,1,1,1,1,1,178.321333464839,14,NA,NA,FALSE
"CT6TE2","f",2280,2281,6.24503764544832,"AI",3,"spider","wheels","spider",1,1,1,1,1,1,"no experience with coding","About once a day","Several times a day","Several times a day",1,1,1,1,1,74.990959003189,6,TRUE,TRUE,FALSE
"CTDG73","m",2490,2492,6.8227241615332,"AI",3,"spider","wheels","spider",1,0,0,0,0,0,"no experience with coding","Less than once a week","Never","Never",1,1,1,1,1,81.9278692836243,6,FALSE,FALSE,FALSE
"CTJFJ4","m",4950,4937,13.5167693360712,"Person",3,"spider","wheels","spider",1,1,1,1,1,2,"coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Several times a day","Several times a day",1,1,1,1,1,162.31055002137,13,TRUE,TRUE,TRUE
NA,NA,NA,2875,7.87132101300479,"AI",4,"wheels","spider","wheels",1,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a week","About once a day",NA,1,1,1,1,1,94.5195121149357,7,NA,TRUE,TRUE
"cX2D7c","f",4410,4420,12.1013004791239,"Person",1,"spider","wheels","spider",1,1,1,1,1,7,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a day","Several times a day","Several times a day",1,1,1,1,1,145.313476016701,12,TRUE,TRUE,TRUE
NA,NA,NA,2735,7.4880219028063,"Person",4,"wheels","spider","wheels",1,1,1,1,1,5,"no experience with coding","About once a day","About once a day",NA,1,1,1,1,1,89.9168228293389,7,NA,TRUE,TRUE
NA,NA,NA,1881,5.14989733059548,"Person",2,"wheels","spider","wheels",1,1,1,1,1,0,"no experience with coding","About once a day","Less than once a week",NA,1,1,1,1,1,61.840418187198,5,NA,FALSE,FALSE
"CYHPFL","m",4950,4940,13.5249828884326,"AI",1,"spider","wheels","wheels",1,1,1,1,1,7,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Several times a day","Several times a day",1,1,1,1,0,162.40917907749,13,TRUE,TRUE,TRUE
"cYHPQ5","m",4140,4152,11.3675564681725,"AI",3,"spider","wheels","wheels",1,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a week","About once a day","About once a day",1,1,1,1,0,136.502613669987,11,TRUE,TRUE,FALSE
"cZVLcN","m",2970,2975,8.145106091718,"AI",2,"wheels","spider","wheels",1,1,1,1,1,0,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a week","Never","Never",1,1,1,1,1,97.8071473189335,8,FALSE,FALSE,FALSE
"d2RNVQ","f",3090,3098,8.48186173853525,"AI",3,"spider","wheels","spider",1,1,1,1,1,NA,NA,"Several times a day",NA,"About once a day",1,1,1,1,1,101.850938619851,8,TRUE,NA,NA
NA,NA,NA,3075,8.41889117043121,"Person",2,"wheels","spider","wheels",1,1,1,1,1,0,"coding class at school","About once a week","Never",NA,1,1,1,1,1,101.094782522931,8,NA,FALSE,FALSE
"d44R4W","f",4110,4110,11.2525667351129,"AI",4,"wheels","spider","wheels",1,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day",NA,"Several times a day",1,1,1,1,1,135.121806884308,11,TRUE,NA,TRUE
NA,NA,NA,1908,5.22381930184805,"Person",2,"wheels","spider","spider",1,1,1,1,1,2,"no experience with coding","About once a day","Less than once a week",NA,1,1,1,1,0,62.7280796922773,5,NA,FALSE,TRUE
"d6RFVM","m",4110,4109,11.2498288843258,"Person",3,"spider","wheels","spider",1,1,1,1,1,NA,NA,"Several times a day","Never","About once a week",1,1,1,1,1,135.088930532268,11,FALSE,FALSE,NA
"dADL67","f",1890,1893,5.18275154004107,"AI",4,"wheels","spider","wheels",1,1,1,1,1,0,"no experience with coding","About once a day",NA,"About once a day",1,1,1,1,1,62.2349344116777,5,TRUE,NA,FALSE
NA,NA,NA,4294,11.7563312799452,"AI",2,"wheels","spider","wheels",1,1,1,1,1,1,"no experience with coding","Several times a day",NA,NA,1,1,1,1,1,141.171055659664,11,NA,NA,FALSE
"DBFU24","f",4290,4277,11.709787816564,"Person",3,"spider","wheels","spider",1,0,0,1,0.333333333333333,2,"coding class at school","Several times a day","Never","Never",1,1,1,1,1,140.612157674984,11,FALSE,FALSE,TRUE
"dcddCF","f",1770,1777,4.86516084873374,"Person",1,"spider","wheels","wheels",1,1,1,1,1,NA,"no experience with coding","Never","About once a day","Never",1,1,1,1,0,58.4212775750403,4,FALSE,TRUE,NA
"Ddd42B","m",4590,4581,12.5420944558522,"AI",1,"spider","wheels","wheels",1,1,1,1,1,8,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Several times a day","Several times a day",1,1,1,1,0,150.606568695138,12,TRUE,TRUE,TRUE
"Ddd43L","f",4500,4488,12.2874743326489,"Person",3,"spider","wheels","spider",1,1,1,1,1,0,"coding class at school","Several times a day",NA,"About once a day",1,1,1,1,1,147.54906795542,12,TRUE,NA,FALSE
"DEH3SW","f",1230,1225,3.35386721423682,"Person",2,"wheels","spider","wheels",1,0,0,1,0.333333333333333,2,"no experience with coding","About once a day","About once a day","About once a day",1,1,1,1,1,40.2735312489726,3,TRUE,TRUE,TRUE
NA,NA,NA,4442,12.1615331964408,"Person",2,"wheels","spider","wheels",1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Never",NA,1,1,1,1,1,146.036755761581,12,NA,FALSE,FALSE
"DGH6Ld","f",1440,1429,3.91238877481177,"Person",1,"spider","wheels","spider",1,0,1,0,0.333333333333333,NA,"no experience with coding","About once a week","Never","About once a week",1,1,1,1,1,46.980307065128,3,FALSE,FALSE,NA
"DHLRUE","m",4560,4563,12.4928131416838,"AI",2,"wheels","spider","wheels",1,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day",NA,NA,1,1,1,1,1,150.014794358418,12,NA,NA,FALSE
"DHZ3NG","f",3600,3612,9.88911704312115,"Person",4,"wheels","spider","wheels",1,1,1,1,1,5,"no experience with coding","Several times a day","Several times a day","Several times a day",1,1,1,1,1,118.749383568399,9,TRUE,TRUE,TRUE
"DJKFNX","m",3600,3609,9.88090349075975,"AI",3,"spider","wheels","spider",1,1,1,1,1,0,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a day","Never","About once a week",1,1,1,1,1,118.650754512279,9,FALSE,FALSE,FALSE
"dJPCR7","m",2610,2596,7.10746064339494,"AI",2,"wheels","spider","wheels",1,1,1,1,1,2,"no experience with coding","About once a day","Several times a day","Several times a day",1,1,1,1,1,85.347009895782,7,TRUE,TRUE,TRUE
"dJUH64","m",2610,2620,7.17316906228611,"AI",2,"wheels","spider","wheels",1,1,1,1,1,2,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a day","About once a week","About once a day",1,1,1,1,1,86.1360423447414,7,TRUE,FALSE,TRUE
"dJZ5QE","f",2850,2836,7.76454483230664,"Person",2,"wheels","spider","spider",1,1,1,1,1,3,"no experience with coding","Never","About once a day","Never",1,1,1,1,0,93.2373343853766,7,FALSE,TRUE,TRUE
"DKUY4F","f",1290,1297,3.55099247091034,"AI",4,"wheels","spider","wheels",1,1,1,0,0.666666666666667,1,"no experience with coding","Less than once a week","About once a day","About once a day",1,1,1,1,1,42.640628595851,3,TRUE,TRUE,FALSE
"DMX5NS",NA,NA,2618,7.16769336071184,"Person",3,"spider","wheels","spider",1,1,1,1,1,3,"no experience with coding","Several times a day","About once a week","About once a week",1,1,1,1,1,86.0702896406615,7,FALSE,FALSE,TRUE
"dR3ZQW","m",3240,3234,8.85420944558522,"Person",3,"spider","wheels","spider",1,1,1,1,1,1,"no experience with coding","About once a day","About once a day","Never",1,1,1,1,1,106.322122497288,8,FALSE,TRUE,FALSE
"DTXJAD","m",2400,2410,6.59822039698836,"AI",2,"wheels","spider","wheels",1,0,0,1,0.333333333333333,1,"coding class at school","Several times a day","Never","About once a day",1,1,1,1,1,79.2320084163461,6,TRUE,FALSE,FALSE
"DUJVEL","m",3150,3157,8.64339493497604,"AI",3,"spider","wheels","spider",1,1,1,1,1,1,"coding class at school","Several times a day","About once a week","About once a week",1,1,1,1,1,103.790643390209,8,FALSE,FALSE,FALSE
"dVMXCc","f",1770,1758,4.81314168377823,"AI",2,"wheels","spider","spider",1,1,1,1,1,2,"no experience with coding","Never","Never","Never",1,1,1,1,0,57.7966268862807,4,FALSE,FALSE,TRUE
"dXAQG4","m",2760,2760,7.5564681724846,"Person",1,"spider","wheels","spider",1,1,1,1,1,3,"no experience with coding","About once a week","About once a week","About once a week",1,1,1,1,1,90.7387316303383,7,FALSE,FALSE,TRUE
"DY7SUJ","f",3870,3862,10.5735797399042,"AI",3,"spider","wheels","wheels",1,1,1,1,1,1,"coding class at school","About once a week","Never","Several times a day",1,1,1,1,0,126.968471578394,10,TRUE,FALSE,FALSE
NA,NA,NA,2354,6.44490075290897,"AI",2,"wheels","spider","wheels",1,1,0,1,0.666666666666667,1,"no experience with coding","Less than once a week","Less than once a week",NA,1,1,1,1,1,77.3909327021074,6,NA,FALSE,FALSE
"UDVQ7Y","m",3330,5522,15.1184120465435,"AI",1,"spider","wheels","spider",1,1,1,1,1,2,"no experience with coding","Several times a day","About once a week",NA,1,1,1,1,1,181.543215964757,15,NA,FALSE,TRUE
"E5VGcY","f",4320,4308,11.7946611909651,"Person",4,"wheels","spider","wheels",1,1,1,1,1,0,"coding class at school","Several times a day","Never","Several times a day",1,1,1,1,1,141.631324588224,11,TRUE,FALSE,FALSE
"EcQK3N","m",5130,5137,14.0643394934976,"AI",2,"wheels","spider","wheels",1,1,1,0,0.666666666666667,1,"no experience with coding","Several times a day","Several times a day","Several times a day",1,1,1,1,1,168.885820429365,14,TRUE,TRUE,FALSE
"ECZKcH","f",3090,3092,8.46543463381246,"Person",4,"wheels","spider","wheels",1,1,1,1,1,0,"coding class at school","Less than once a week","Never","Never",1,1,1,1,1,101.653680507611,8,FALSE,FALSE,FALSE
"EFdd5c",NA,NA,3448,9.44010951403149,"AI",4,"wheels","spider","wheels",1,1,1,1,1,3,"after school programs or camps related to coding","About once a day","About once a day","About once a day",1,1,1,1,1,113.357661833843,9,TRUE,TRUE,TRUE
"EFYJWW","f",2010,2024,5.54140999315537,"Person",1,"spider","wheels","spider",1,0,0,0,0,2,"no experience with coding","About once a week","About once a day","About once a day",1,1,1,1,1,66.5417365289148,5,TRUE,TRUE,TRUE
"EHPQXP","f",2670,2681,7.34017796030116,"AI",3,"spider","wheels","spider",1,0,0,0,0,3,"no experience with coding","About once a day","About once a day","About once a day",1,1,1,1,1,88.14149981918,7,TRUE,TRUE,TRUE
"EKACME","m",4740,4748,12.9993155373032,"Person",2,"wheels","spider","wheels",1,1,1,1,1,0,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Never",NA,NA,1,1,1,1,1,156.096919485814,12,NA,NA,FALSE
"EM566H","m",3480,3486,9.54414784394251,"Person",3,"spider","wheels","spider",1,1,1,1,1,NA,NA,"Several times a day","About once a day","About once a day",1,1,1,1,1,114.606963211362,9,TRUE,TRUE,NA
"ERC7YR","f",3870,3875,10.6091718001369,"Person",1,"spider","wheels","spider",1,1,1,1,1,0,"no experience with coding","Less than once a week","Never","Never",1,1,1,1,1,127.395864154913,10,FALSE,FALSE,FALSE
NA,NA,NA,1332,3.64681724845996,"Person",2,"wheels","spider","wheels",1,1,1,0,0.666666666666667,NA,"no experience with coding","About once a week","Less than once a week",NA,1,1,1,1,1,43.7913009172502,3,NA,FALSE,NA
"F7J6RM","m",4770,4631,12.6789869952088,"Person",2,"wheels","spider","wheels",1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,152.250386297136,12,NA,NA,NA
"F7J6RM","m",4770,4631,12.6789869952088,"Person",1,"spider","wheels","spider",1,1,1,1,1,2,"coding class at school,after school programs or camps related to coding","Several times a day",NA,"About once a day",1,1,1,1,1,152.250386297136,12,TRUE,NA,TRUE
NA,NA,NA,5813,15.9151266255989,"Person",4,"wheels","spider","wheels",1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day",NA,NA,1,1,1,1,1,191.11023440839,15,NA,NA,FALSE
"Fc7UHG","m",3270,3259,8.92265571526352,"AI",1,"spider","wheels","spider",1,1,1,1,1,1,"coding class at school","Less than once a week","Less than once a week","Several times a day",1,1,1,1,1,107.144031298287,8,TRUE,FALSE,FALSE
"FEYCW6","m",4410,4408,12.0684462696783,"Person",1,"spider","wheels","spider",1,1,1,1,1,8,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Several times a day","Several times a day",1,1,1,1,1,144.918959792221,12,TRUE,TRUE,TRUE
NA,NA,NA,1593,4.36139630390144,"Person",1,"spider","wheels","spider",1,1,1,1,1,NA,"no experience with coding","About once a day","Never",NA,1,1,1,1,1,52.3720287996844,4,NA,FALSE,NA
"FG5XVM","m",2550,2561,7.01163586584531,"AI",4,"wheels","spider","wheels",1,1,1,1,1,2,"no experience with coding","About once a day","About once a day","About once a day",1,1,1,1,1,84.1963375743827,7,TRUE,TRUE,TRUE
"FJZ4BR","m",4530,4532,12.4079397672827,"Person",4,"wheels","spider","wheels",1,1,1,1,1,6,"coding class at school","Several times a day","Several times a day","About once a day",1,1,1,1,1,148.995627445179,12,TRUE,TRUE,TRUE
"FQNNUZ","f",5130,5144,14.0835044490075,"AI",3,"spider","wheels","spider",1,1,1,1,1,4,"coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Several times a day","Several times a day",1,1,1,1,1,169.115954893645,14,TRUE,TRUE,TRUE
NA,NA,NA,2796,7.65503080082136,"AI",1,"spider","wheels","spider",1,1,1,1,1,1,"coding class at school","Several times a day","About once a week",NA,1,1,1,1,1,91.9222803037775,7,NA,FALSE,FALSE
"FW72XL","f",3150,3143,8.6050650239562,"AI",4,"wheels","spider","wheels",1,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a week",NA,"Several times a day",1,1,1,1,1,103.33037446165,8,TRUE,NA,FALSE
"FXKXTL","f",4290,4283,11.7262149212868,"AI",4,"wheels","spider","spider",1,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Less than once a week","Several times a day",1,1,1,1,0,140.809415787224,11,TRUE,FALSE,FALSE
"G36QUX","m",3840,3838,10.507871321013,"AI",4,"wheels","spider","wheels",1,1,1,1,1,2,"coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Several times a day","Several times a day",1,1,1,1,1,126.179439129434,10,TRUE,TRUE,TRUE
NA,NA,NA,4427,12.1204654346338,"Person",1,"spider","wheels","spider",1,1,1,1,1,0,"after school programs or camps related to coding","About once a week","Never",NA,1,1,1,1,1,145.543610480981,12,NA,FALSE,FALSE
"G5dAEK","m",4230,4233,11.5893223819302,"AI",3,"spider","wheels","spider",1,1,1,1,1,3,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","About once a week","About once a day",1,1,1,1,1,139.165598185225,11,TRUE,FALSE,TRUE
"G64NX2","f",3300,3299,9.0321697467488,"Person",1,"spider","wheels","spider",1,1,1,1,1,3,"no experience with coding","About once a week","About once a day","About once a day",1,1,1,1,1,108.459085379886,9,TRUE,TRUE,TRUE
"GE4NBT","m",5640,5628,15.4086242299795,"AI",3,"spider","wheels","wheels",1,1,1,1,1,NA,NA,"Several times a day","Never","About once a day",1,1,1,1,0,185.028109280994,15,TRUE,FALSE,NA
"GFRFTR","f",1920,1915,5.24298425735797,"Person",3,"spider","wheels","spider",1,1,1,1,1,0,"no experience with coding","Never","Less than once a week","Never",1,1,1,1,1,62.9582141565572,5,FALSE,FALSE,FALSE
"GLQULU","f",2640,2655,7.26899383983573,"Person",3,"spider","wheels","spider",1,1,1,1,1,NA,NA,"About once a day","Never","Never",1,1,1,1,1,87.2867146661406,7,FALSE,FALSE,NA
"GQYEcF","f",2340,2339,6.40383299110198,"Person",3,"spider","wheels","spider",1,1,1,1,1,NA,"no experience with coding","About once a day",NA,NA,1,1,1,1,1,76.8977874215077,6,NA,NA,NA
NA,NA,NA,1219,3.33744010951403,"Person",1,"spider","wheels","spider",1,0,0,1,0.333333333333333,3,"no experience with coding","Several times a day","Less than once a week",NA,1,1,1,1,1,40.0762731367327,3,NA,FALSE,TRUE
NA,NA,NA,1178,3.22518822724162,"AI",3,"spider","wheels","spider",1,0,0,1,0.333333333333333,3,"no experience with coding","Several times a day","Less than once a week",NA,1,1,1,1,1,38.7283427030937,3,NA,FALSE,TRUE
"GYU46J","f",4140,4148,11.356605065024,"AI",3,"spider","wheels","spider",1,1,1,1,1,NA,NA,"About once a day",NA,"About once a day",1,1,1,1,1,136.371108261827,11,TRUE,NA,NA
"H5HUVK","f",5520,5244,14.3572895277207,"AI",1,"spider","wheels","spider",1,1,1,1,1,NA,"no experience with coding","Several times a day","About once a week","About once a week",1,1,1,1,1,172.403590097643,14,FALSE,FALSE,NA
"H7RFHM","f",3030,3039,8.32032854209446,"Person",4,"wheels","spider","wheels",1,1,1,1,1,2,"no experience with coding","About once a day","Several times a day","About once a day",1,1,1,1,1,99.911233849492,8,TRUE,TRUE,TRUE
NA,NA,NA,3210,8.78850102669404,"AI",3,"spider","wheels","spider",1,1,1,1,1,4,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a day","Less than once a week",NA,1,1,1,1,1,105.533090048328,8,NA,FALSE,TRUE
"HMdQVZ","m",3870,3859,10.5653661875428,"Person",4,"wheels","spider","wheels",1,1,1,0,0.666666666666667,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day",NA,NA,1,1,1,1,1,126.869842522274,10,NA,NA,FALSE
"HX2GJ6",NA,NA,3542,9.6974674880219,"AI",3,"spider","wheels","spider",1,1,1,1,1,3,"after school programs or camps related to coding","About once a day","About once a day","About once a week",1,1,1,1,1,116.448038925601,9,FALSE,TRUE,TRUE
NA,NA,NA,1454,3.98083504449008,"AI",3,"spider","wheels","wheels",1,0,0,0,0,NA,NA,"Several times a day",NA,NA,1,1,1,1,0,47.8022158661275,3,NA,NA,NA
"J3RPUM","m",3930,3936,10.776180698152,"Person",4,"wheels","spider","wheels",1,1,1,1,1,3,"no experience with coding","Several times a day","Several times a day","Several times a day",1,1,1,1,1,129.401321629352,10,TRUE,TRUE,TRUE
"J6GS2X","m",5820,5636,15.4305270362765,"Person",4,"wheels","spider","wheels",1,1,1,1,1,5,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Several times a day","Several times a day",1,1,1,1,1,185.291120097314,15,TRUE,TRUE,TRUE
"J6GS2X","m",5820,5636,15.4305270362765,"Person",4,"wheels","spider","wheels",1,1,1,1,1,5,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Several times a day","Several times a day",1,1,1,1,1,185.291120097314,15,TRUE,TRUE,TRUE
"J7d7Ed","m",4560,4560,12.4845995893224,"Person",2,"wheels","spider","wheels",1,1,1,1,1,NA,NA,"Several times a day","Never","Several times a day",1,1,1,1,1,149.916165302298,12,TRUE,FALSE,NA
"JD34YF","m",4530,4541,12.4325804243669,"AI",3,"spider","wheels","spider",1,1,1,1,1,2,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","About once a week","About once a week",1,1,1,1,1,149.291514613538,12,FALSE,FALSE,TRUE
NA,NA,NA,3133,8.57768651608487,"AI",3,"spider","wheels","spider",1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a day","Less than once a week",NA,1,1,1,1,1,103.00161094125,8,NA,FALSE,FALSE
"JKQG2U","f",4740,4731,12.952772073922,"Person",3,"spider","wheels","spider",1,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","About once a week","About once a day",1,1,1,1,1,155.538021501134,12,TRUE,FALSE,FALSE
"K6FCZV","m",3540,3526,9.65366187542779,"AI",3,"spider","wheels","spider",1,1,1,1,1,1,"no experience with coding","Several times a day","About once a week","About once a day",1,1,1,1,1,115.922017292961,9,TRUE,FALSE,FALSE
"K73D3S","f",1860,1861,5.09514031485284,"Person",3,"spider","wheels","spider",1,1,0,0,0.333333333333333,6,"no experience with coding","Less than once a week","About once a day","Several times a day",1,1,1,1,1,61.1828911463984,5,TRUE,TRUE,TRUE
"K7GP2d","f",5340,5337,14.611909650924,"AI",2,"wheels","spider","wheels",1,1,1,1,1,1,"no experience with coding","About once a day",NA,"About once a week",1,1,1,1,1,175.461090837361,14,FALSE,NA,FALSE
"K7GP2d","f",5340,5337,14.611909650924,"AI",2,"wheels","spider","wheels",1,1,1,1,1,0,"no experience with coding","About once a day",NA,"Never",1,1,1,1,1,175.461090837361,14,FALSE,NA,FALSE
"K7R7CV","f",2550,2564,7.01984941820671,"AI",3,"spider","wheels","spider",1,1,0,0,0.333333333333333,2,"no experience with coding","About once a day",NA,"About once a week",1,1,1,1,1,84.2949666305027,7,FALSE,NA,TRUE
"K7YdLP","f",5640,5632,15.419575633128,"AI",1,"spider","wheels","spider",1,1,1,1,1,0,"coding class at school","Several times a day","Never","Never",1,1,1,1,1,185.159614689154,15,FALSE,FALSE,FALSE
"KBQDD5","m",2700,2703,7.40041067761807,"Person",3,"spider","wheels","spider",1,1,1,1,1,0,"no experience with coding","About once a day","Never","Never",1,1,1,1,1,88.8647795640596,7,FALSE,FALSE,FALSE
"Kc6RMY","m",3330,3342,9.14989733059548,"AI",4,"wheels","spider","wheels",1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a day","Never","Never",1,1,1,1,1,109.872768517605,9,FALSE,FALSE,FALSE
"KdTKRC","m",5730,5738,15.709787816564,"Person",1,"spider","wheels","spider",1,1,1,1,1,1,"coding class at school","Several times a day","Less than once a week","Several times a day",1,1,1,1,1,188.644508005392,15,TRUE,FALSE,FALSE
NA,NA,NA,3811,10.4339493497604,"Person",4,"wheels","spider","wheels",1,1,1,1,1,0,"no experience with coding","About once a week",NA,NA,1,1,1,1,1,125.291777624355,10,NA,NA,FALSE
"KE6McV","f",4020,4019,11.0034223134839,"AI",3,"spider","wheels","wheels",1,1,1,1,1,5,"no experience with coding","Several times a day","About once a day","About once a day",1,1,1,1,0,132.13005884867,11,TRUE,TRUE,TRUE
"KHRJM7","m",3810,3818,10.4531143052704,"AI",4,"wheels","spider","spider",1,1,1,1,1,4,"after school programs or camps related to coding","Several times a day","Several times a day","Several times a day",1,1,1,1,0,125.521912088635,10,TRUE,TRUE,TRUE
"KLdCX3","m",4260,4261,11.6659822039699,"Person",2,"wheels","spider","wheels",1,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a week","Never","Never",1,1,1,1,1,140.086136042345,11,FALSE,FALSE,FALSE
"KMUTBA","f",2790,2795,7.65229295003422,"Person",1,"spider","wheels","wheels",1,1,1,1,1,0,"no experience with coding",NA,NA,NA,1,1,1,1,0,91.8894039517375,7,NA,NA,FALSE
NA,NA,NA,1879,5.14442162902122,"AI",4,"wheels","spider","wheels",1,1,1,1,1,0,"no experience with coding","About once a week","About once a week",NA,1,1,1,1,1,61.774665483118,5,NA,FALSE,FALSE
"KPRDT6","m",3480,3483,9.53593429158111,"Person",1,"spider","wheels","spider",1,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)","Several times a day","Never","Never",1,1,1,1,1,114.508334155242,9,FALSE,FALSE,FALSE
"KRLDTE","m",4410,4334,11.8658453114305,"Person",4,"wheels","spider","wheels",1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a week",NA,NA,1,1,1,1,1,142.486109741263,11,NA,NA,FALSE
NA,NA,NA,4334,11.8658453114305,"AI",4,"wheels","spider","wheels",1,1,1,1,1,NA,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a week","Never",NA,1,1,1,1,1,142.486109741263,11,NA,FALSE,NA
"KU6RG5","m",2460,2472,6.76796714579055,"Person",4,"wheels","spider","wheels",1,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)","About once a day","Never","Never",1,1,1,1,1,81.2703422428247,6,FALSE,FALSE,FALSE
"KYNWJ7","f",3420,3410,9.33607118412047,"Person",1,"spider","wheels","spider",1,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,112.108360456324,9,NA,NA,NA
"LA3QLT","f",4770,4773,13.0677618069815,"AI",1,"spider","wheels","wheels",1,1,1,1,1,4,"coding class at school,after school programs or camps related to coding","Several times a day","Several times a day","Several times a day",1,1,1,1,0,156.918828286813,13,TRUE,TRUE,TRUE
"LCDQES","f",1530,1518,4.15605749486653,"AI",4,"wheels","spider","wheels",1,1,1,1,1,0,"no experience with coding","About once a day","Less than once a week","Never",1,1,1,1,1,49.9063023966861,4,FALSE,FALSE,FALSE
"LKJRX3","f",2970,2959,8.10130047912389,"AI",3,"spider","wheels","spider",1,1,1,1,1,0,"coding class at school","Several times a day",NA,"About once a week",1,1,1,1,1,97.2811256862938,8,FALSE,NA,FALSE
"LKKFPd","f",2400,2390,6.54346338124572,"AI",1,"spider","wheels","spider",1,1,1,1,1,0,"no experience with coding","Several times a day",NA,"About once a day",1,1,1,1,1,78.5744813755466,6,TRUE,NA,FALSE
