id,redcap,version,consent_level,english_all_or_most_or_first_lang_or_school,usable,usable_age,testing_date,video_quality,audio_quality,age,floor_age,gender,condition,counterbalance,first_room,first_song,song1_mem_check,song2_mem_check,test_q,test_q_explanation,P_hear_S,P_see_S,S_see_P,carrie_diverse_desires,rachel_prediction_implicit_false_belief,joe_diverse_beliefs,diana_prediction_false_belief_location,diana_explanation_false_belief_location,diana_control_false_belief_location,allie_predicition_false_belief_location,allie_explanation_false_belief_location,allie_control_emotion,allie_prediction_moral_reasoning_false_belief,allie_explanation_moral_reasoning_false_belief,allie_prediction2_moral_reasoning_false_belief,allie_explanation2_moral_reasoning_false_belief,tom_fb_only,tom_fb_control,tom_fb_with_exp_control,tom_no_why,tom_no_moral,tom_no_why_no_moral,tom,VA_experience,SS_experience,va_type,number_of_SS_in_home,notes
AlexaEmbodiment_211129_29_GD,ob007,1,2,1,1,1,11/29/21,5,5,6.45,6,F,Person,1,office,spider,1,1,spider,because in the first time Scotty said it's his favorite song,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,0,0,3,3,6,6,8,6,10,1,1,Alexa,5,gave away the smart speakers about a year ago; no longer have them
AlexaEmbodiment_211201_30_GD,ob491,1,2,1,1,1,12/1/21,5,5,5.55,5,F,Person,1,office,spider,1,1,spider,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa,2,
AlexaEmbodiment_211202_31_GD,oc676,1,2,1,1,1,12/2/21,5,5,4.96,4,M,Person,4,kitchen,wheels,1,1,wheels,because it's his favorite song,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa,2,
AlexaEmbodiment_211202_32_GD,oc514,1,2,1,1,1,12/2/21,5,5,4.13,4,F,Person,4,kitchen,wheels,1,1,spider,because he likes it,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,3,2,4,2,5,0,0,NA,0,
AlexaEmbodiment_211203_33_LL,od090,1,2,1,1,1,12/3/21,5,5,3.97,3,M,Person,1,office,spider,1,1,spider,because thats Scotty's favorite song in the first one,Y,Y,Y,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,4,5,7,5,8,1,1,Google home,5,
AlexaEmbodiment_211203_34_LL,od134,1,2,1,0,0,12/3/21,4,5,3.3,3,M,VUI,2,office,wheels,0,0,spider,because she did that [inaudible] (after?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,Alexa,1,
AlexaEmbodiment_211206_35_GD,ob029,1,1,1,1,1,12/6/21,5,5,6.48,6,F,VUI,4,kitchen,wheels,1,1,wheels,because at the beginning he told her first that his favorite song was that one,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Eco and Google Home,2,smart speakers are different brands
AlexaEmbodiment_211207_36_GD,oc873,1,2,0,0,0,12/7/21,5,4,5.65,5,F,VUI,4,kitchen,wheels,0,0,wheels,because it's his favorite song,Y,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,langauge barrier; child did not understand
AlexaEmbodiment_211207_37_GD,oc640,1,2,1,1,1,12/7/21,5,5,5.98,5,F,VUI,4,kitchen,wheels,1,1,spider,because he talked to the other Paisia,Y,N,Y,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,4,4,6,4,8,1,1,Google Home Mini,1,spaking English 2.5 years
AlexaEmbodiment_211207_38_GD,ob255,1,1,1,1,1,12/7/21,5,5,5.81,5,M,Person,2,office,wheels,1,1,wheels,because he likes it,Y,Y,Y,1,1,1,1,0,1,1,0,1,0,0,1,0,3,3,4,7,7,7,8,1,1,Alexa,4,
AlexaEmbodiment_211207_39_GD,oc555,1,2,1,1,1,12/7/21,5,5,5.72,5,M,VUI,3,kitchen,spider,1,1,spider,because the Paisia played it before the wheels on the bus,Y,N,Y,1,1,1,0,1,1,1,1,1,0,0,0,0,2,2,5,5,8,6,8,1,0,Siri,0,
AlexaEmbodiment_211208_40_GD,oc311,1,2,1,1,1,12/8/21,5,5,5,5,M,Person,3,kitchen,spider,1,1,wheels,because he likes it,Y,Y,Y,1,1,0,1,1,0,0,1,1,1,1,1,0,2,1,4,5,6,4,9,0,0,NA,0,
AlexaEmbodiment_211208_41_GD,od047,1,1,1,1,1,12/8/21,3,3,5.65,5,M,Person,4,kitchen,wheels,1,1,wheels,because he likes it,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,0,Siri,0,
AlexaEmbodiment_220110_42_LL,oc228,1,3,1,1,1,1/10/22,5,5,3.07,3,prefer not to answer,VUI,2,office,wheels,1,1,spider,,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,Siri,0,"didn't get ""who is Scotty talking to"" both times, was distracted during first few videos shown"
AlexaEmbodiment_220110_43_GD,ob191,1,2,1,1,1,1/10/22,5,5,6.41,6,M,VUI,2,office,wheels,1,1,wheels,because he said that his song was the wheels on the bus,Y,N,Y,1,1,1,1,1,1,1,1,1,1,0,1,0,3,3,6,8,9,7,11,1,1,Google,2,
AlexaEmbodiment_220110_44_GD,ob203,1,2,1,1,1,1/10/22,5,5,5.82,5,non-binary,VUI,3,kitchen,spider,1,1,wheels,because he said it after,Y,N,Y,1,1,1,1,1,1,1,1,1,0,1,0,1,3,3,6,6,9,7,11,1,1,Alexa,1,
AlexaEmbodiment_220111_45_GD,ob342,1,2,1,0,0,1/11/22,1,1,3.49,3,prefer not to answer,Person,2,office,wheels,1,1,wheels,NA,Y,Y,sometimes,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,3,4,5,4,6,1,1,Alexa,2,video skipped; and sound was glitching
AlexaEmbodiment_220112_46_GD,ob588,1,2,1,1,1,1/12/22,5,3,4.08,4,F,Person,3,kitchen,spider,1,1,wheels,,Y,Y,Y,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,5,3,3,5,1,1,Amazon Echo Dot,1,sound skipped a little bit but was not an issue
AlexaEmbodiment_220112_47_LL,ob325,1,3,1,1,1,1/12/22,5,5,4.66,4,F,VUI,1,office,spider,1,1,spider,because he told that one that he likes itsy bitsy spider,Y,N,Y,1,1,1,1,1,1,1,1,1,0,0,0,0,3,3,6,6,9,7,9,0,0,NA,0,"mom mentioned she thinks her child thinks of SS as a person like a telephone, this video also seems like a good example video (and lv 3 consent)"
AlexaEmbodiment_220112_48_LL,ob115,1,3,1,1,1,1/12/22,5,5,5.91,5,M,VUI,2,office,wheels,1,1,wheels,because he said my favorite song was wheels on the bus,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,0,0,3,3,6,7,9,7,11,1,1,Amazon Echo,1,
AlexaEmbodiment_220112_49_LL,ob171,1,3,1,1,1,1/12/22,5,5,6.33,6,F,VUI,1,office,spider,1,1,spider,because he told that Paisia he likes that song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Echo,1,
AlexaEmbodiment_220112_50_LL,ob117,1,2,1,1,1,1/12/22,5,5,6.62,6,M,VUI,3,kitchen,spider,1,1,spider,because its his favorite song,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Echo,3,"3 echos, only talks with 2 of them"
AlexaEmbodiment_220113_51_GD,ob276,1,2,1,1,1,1/13/22,5,4,7.08,7,M,VUI,2,office,wheels,1,1,spider,because he joked about the wheels on the bus so he said his real one was the itsy bitsy spider,Y,N,Y,1,1,1,1,1,1,1,1,1,0,0,0,0,3,3,6,6,9,7,9,1,1,Amazon Echo,2,2 alexas but one is built into fridge
AlexaEmbodiment_220113_52_GD,oa064,1,2,1,1,1,1/13/22,5,5,6.58,6,F,Person,3,kitchen,spider,1,1,spider,because he likes that song,Y,Y,Y,1,1,1,1,1,1,1,1,1,0,0,1,1,3,3,6,7,9,7,11,1,1,Amazon Echo,3,"echos in kitchen, parent bedroom, and child's bedroom"
AlexaEmbodiment_220118_53_GD,oc412,1,3,1,1,1,1/18/22,5,5,4.92,4,F,VUI,2,office,wheels,1,1,wheels,because it's his favorite song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,probably a good example video
AlexaEmbodiment_220118_54_GD,ob212,1,2,1,1,1,1/18/22,5,5,6.89,6,F,Person,2,office,wheels,1,1,wheels,because he told her that his favorite song was wheels on the bus but then he told the other Paisia his favorite song was itsy bitsy spider,Y,Y,Y,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,5,7,8,6,12,1,1,Google Home,1,in living room
AlexaEmbodiment_220118_55_GD,oc296,1,1,1,1,1,1/18/22,5,5,6.09,6,F,Person,4,kitchen,wheels,1,1,wheels,"because when he went in there first, they listened to wheels to wheels on the bus",Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,Google Home at grandparent's in a different city
AlexaEmbodiment_220118_56_GD,oc431,1,3,1,1,1,1/18/22,5,3,8.09,8,F,VUI,4,kitchen,wheels,1,1,wheels,"maybe the wheels on the bus. because he told that one. because he said his favorite song was actually the itsy bitsy spider to the one in the office. But im not sure if they like–if the Paisia is connected to the other Paisia so they both take on the same information; after he tells one, the other one knows that and after he tells the other one something different the first one knows that?",Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa,7,GREAT explanation; SS in basically every room...
AlexaEmbodiment_220118_57_GD,oc698,1,3,1,1,1,1/18/22,5,3,3.85,3,F,Person,4,kitchen,wheels,1,1,spider,i don't know,Y,Y,Y,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,3,3,3,3,1,1,Google Home,1,family room
AlexaEmbodiment_220118_58_GD,ob472,1,1,1,1,1,1/18/22,5,5,3.68,3,F,VUI,4,kitchen,wheels,1,1,spider,because it' his favorite,Y,N,Y,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,3,3,0,4,6,1,1,Google Home,2,kitchen and playroom
AlexaEmbodiment_220118_59_GD,oc393,1,3,1,0,0,1/19/22,5,3,3.35,3,M,Person,3,kitchen,spider,1,1,spider,no answer,Y,Y,Y,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,0,Siri,0,did not understand everything; english not good enough to produce responses
AlexaEmbodiment_220119_60_LL,oc853,1,2,1,1,1,1/19/22,5,5,4.85,4,F,VUI,2,office,wheels,1,1,wheels,because he wants it,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Echo,2,
AlexaEmbodiment_220119_61_LL,oc690,1,3,1,1,1,1/19/22,5,5,6.35,6,F,Person,4,kitchen,wheels,1,1,wheels,because she knows that thats his favorite song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Echo,3,
AlexaEmbodiment_220119_62_LL,oc494,1,3,1,1,1,1/19/22,5,5,6.93,6,F,VUI,2,office,wheels,1,1,wheels,"because he told paisia before that his favorite song was the wheels on the bus, not the itsy bitsy spider, thats the second paisia",Y,N,Y,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,6,7,8,6,12,1,1,Amazon Echo Dot,1,
AlexaEmbodiment_220119_63_LL,ob163,1,3,1,1,1,1/19/22,5,5,6.77,6,M,VUI,3,office,spider,1,1,spider,because he said my favorite one is the itsy bitsy spider,Y,N,Y,1,1,0,0,1,1,1,1,1,1,1,1,0,2,2,5,6,7,5,10,0,0,NA,0,
AlexaEmbodiment_220120_64_GD,oc285,1,1,1,1,1,1/20/22,5,3,7.77,7,F,Person,4,kitchen,wheels,1,1,wheels,because that's what Scotty told her,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,0,Amazon Echo,2,"has echos in home, but just got them 4 days prior"
AlexaEmbodiment_220120_65_GD,oc414,1,1,1,1,1,1/20/22,3,3,7.1,7,F,VUI,3,office,spider,1,1,spider,because Scotty told him to,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,had some glitchy sound issues
AlexaEmbodiment_220120_66_GD,oc436,1,1,1,1,1,1/20/22,5,5,4.1,4,F,VUI,3,office,spider,1,1,spider,i don't know,N,N,Y,1,1,1,0,0,1,1,0,1,0,0,0,0,2,2,3,5,6,6,6,1,0,NA,0,
AlexaEmbodiment_220120_67_GD,od008,1,2,1,1,1,1/20/22,5,5,7.52,7,F,Person,2,office,wheels,1,1,wheels,because the first time he said that it was wheels on the bus and not the itsy bitsy spider,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,0,NA,0,
AlexaEmbodiment_220120_68_GD,ob302,1,1,1,1,1,1/20/22,5,5,6.04,6,F,Person,3,office,spider,1,1,spider,because it's his favorite song,Y,Y,Y,1,1,1,1,1,0,1,1,1,1,1,0,0,3,2,5,6,8,6,10,1,1,Google home and nest hub,2,
AlexaEmbodiment_220124_69_LL,oc392,1,2,1,1,1,1/24/22,5,4,3.78,3,F,VUI,3,kitchen,spider,1,1,spider,I dont know,Y,Y,Y,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,1,1,Google home mini,3,"Didn't remember names of Simon/Paisia well, and said IDK at first to the second song mem check question, but answered correctly when I asked ""do you remember which song just played?"" unsure if should count for memory check or not"
AlexaEmbodiment_220124_70_LL,oc375,1,3,1,1,1,1/24/22,5,5,4.28,4,non-binary,Person,2,office,wheels,1,1,spider,because Scotty likes it,Y,Y,Y,0,1,0,0,0,1,1,0,0,NA,NA,0,0,2,2,3,3,3,3,3,0,0,NA,0,Child's name is Joe so might've gotten confused on the Joe questions
AlexaEmbodiment_220124_71_LL,oc736,1,2,1,1,1,1/24/22,5,3,4.44,4,F,VUI,3,kitchen,spider,1,1,spider,I don't know,Y,N,N,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,2,6,5,5,7,1,1,Amazon Echo,2,Strugged with why questions
AlexaEmbodiment_220124_72_GD,oc446,1,2,1,1,1,1/24/22,5,3,6.94,6,M,Person,3,kitchen,spider,1,1,spider,because she doesn't know that he told the other Paisia that wheels on the bus was his favorite song,N,N,N,1,1,1,1,1,1,1,1,1,0,0,0,0,3,3,6,6,9,7,9,1,0,Alexa at dad's house,0,
AlexaEmbodiment_220125_73_GD,od218,1,3,1,1,1,1/25/22,5,5,3.15,3,F,VUI,3,kitchen,spider,1,1,wheels,because,Y,Y,Y,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,3,1,1,Alexa,2,bedroom and family room
AlexaEmbodiment_220125_74_GD,oc540,1,2,1,1,1,1/25/22,5,5,5.11,5,M,Person,3,kitchen,spider,1,1,spider,because it's his favortie song,Y,Y,Y,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,3,5,4,5,1,1,Google Home,1,kitchen
AlexaEmbodiment_220125_75_GD,oc486,1,1,1,1,1,1/25/22,5,5,7.61,7,M,VUI,2,office,wheels,1,1,spider,because the other Google thinks that his favorite song is the Itsy Bitsy spider,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Google Home,5,"parent bedroom, kid's rooms, living room"
AlexaEmbodiment_220125_76_GD,oc834,1,1,1,1,1,1/25/22,5,5,3.78,3,F,Person,3,kitchen,spider,1,1,spider,i don't know,Y,Y,Y,1,1,0,1,1,1,1,1,1,0,0,0,0,3,3,6,5,8,6,8,1,1,Alexa (Echo),2,siblings rooms
AlexaEmbodiment_220126_77_GD,oc667,1,3,1,1,1,1/26/22,5,5,8.36,8,F,Person,2,office,wheels,1,1,wheels,because she thinks it's his favorite song,Y,Y,Y,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,6,7,8,6,12,1,1,Alexa (Echo),2,playroom and kitchen
AlexaEmbodiment_220126_78_GD,oc739,1,2,1,1,1,1/26/22,5,5,4.87,4,M,VUI,4,kitchen,wheels,1,1,spider,i don't know,Y,Y,Y,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,3,3,4,1,1,Homepod,2,kitchen and living room
AlexaEmbodiment_220126_79_GD,oc918,1,1,1,1,1,1/26/22,5,5,4.7,4,F,Person,2,office,wheels,1,1,wheels,because that's his favorite song,Y,Y,Y,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,4,4,7,5,8,0,0,NA,0,
AlexaEmbodiment_220126_80_LL,oc653,1,1,1,1,1,1/26/22,5,5,7.91,7,F,VUI,2,office,wheels,1,1,wheels,because thats what it heard him say first,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,
AlexaEmbodiment_220126_81_LL,oc849,1,2,1,1,1,1/26/22,5,5,4.87,4,M,VUI,4,kitchen,wheels,1,1,wheels,(unsure what child said),Y,N,Y,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,3,4,6,5,6,0,0,NA,0,"understands English perfectly but really hard for me to understand the child's speech (difficult to understand if some ""why"" answers are correct or not because hard to tell what child is saying)"
AlexaEmbodiment_220126_82_LL,oc897,1,1,1,1,1,1/26/22,5,5,8.62,8,F,VUI,3,kitchen,spider,1,1,wheels,"because the two Paisias, they must be connected together because they have the same voice and everything, and even though thats just like alexa where all the alexas are connected together, so if he said my favorite song is wheels on the bus then maybe it will be like his favorite song is still wheels on the bus on that one",Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Echo,2,"GREAT explanation, technology issues (first kitchen/spider video stopped halfway through) so I re-played the first video"
AlexaEmbodiment_220129_83_GD,oc788,1,1,1,1,1,1/29/22,5,5,8.16,8,M,Person,4,kitchen,wheels,1,1,wheels,because he said that before he talked to the other Paisia,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Echo,1,
AlexaEmbodiment_220131_84_LL,od255,1,2,1,1,1,1/31/22,5,5,5.73,5,F,Person,4,kitchen,wheels,1,1,wheels,because its Scotty's favorite song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Echo,2,"kitchen, living room; noticed audio in second video (office, spider) was a lot quieter in Person version 4 but didn't seem to impact understanding"
AlexaEmbodiment_220131_85_LL,oc899,1,3,1,1,1,1/31/22,5,5,4.31,4,F,Person,2,office,wheels,1,1,wheels,because he says its his favorite song,Y,Y,N,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0.5,0,"Siri, Google (on phone), Alexa",0,"only observed Siri/Google, not talk directly to SS, Alexa in grandparents house"
AlexaEmbodiment_220131_86_LL,oc827,1,3,1,1,1,1/31/22,5,5,4.13,4,F,Person,2,office,wheels,1,1,wheels,im not sure,Y,Y,Y,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2,4,5,5,5,1,1,"Siri, Alexa (2) in bedroom and family room",2,struggled with why questions
AlexaEmbodiment_220131_87_GD,ob703,1,2,1,1,1,1/31/22,5,3,7.63,7,M,Person,1,office,spider,1,1,spider,because it's his favorite song,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,0,Siri,0,child was hearing impaired; needed to repeat videos and someo of the dialogue for chld to understand
AlexaEmbodiment_220201_88_GD,od230,1,1,1,0,1,2/1/22,5,5,3.55,3,M,Person,3,kitchen,spider,1,1,wheels,i dont know,N,Y,Y,1,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,3,2,3,4,4,4,4,1,1,Amazon Echo,2,oldest child room and dining room; quit before finishing
AlexaEmbodiment_220201_89_GD,od231,1,1,1,1,1,2/1/22,5,5,8.8,8,F,VUI,3,kitchen,spider,1,1,spider,because he told that Paisia that his favorite song is the itsy bitsy spider,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Amazon Echo,2,oldest child room and dining room
AlexaEmbodiment_220201_90_GD,od232,1,1,1,1,1,2/1/22,5,5,5.55,5,M,VUI,3,kitchen,spider,1,1,spider,because he played it the other time,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,0,0,3,3,6,7,9,7,11,1,1,Amazon Echo,2,oldest child room and dining room
AlexaEmbodiment_220201_91_GD,od235,1,1,1,1,1,2/1/22,5,5,8.16,8,M,Person,3,kitchen,spider,1,1,spider,because she knows that's his favorite,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,3,3,6,8,9,7,12,1,0,Alexa,0,on a Kindle Fire
AlexaEmbodiment_220202_92_GD,od238,1,1,1,1,1,2/2/22,5,5,3.04,3,F,Person,2,office,wheels,1,1,spider,I think it's jumping up and down,IDK,IDK,Y,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,4,3,3,4,1,1,Homepod and Echo,2,child said IDK a lot but answered on force choice
AlexaEmbodiment_220202_93_LL,od249,1,2,1,1,1,2/2/22,5,5,7.11,7,F,VUI,4,kitchen,wheels,1,1,spider,"because he told the second one, which is probably connnected to the first one... and he said his favorite song was the itsy bitsy spider",Y,N,Y,1,1,1,1,1,1,1,1,1,0,0,0,0,3,3,6,6,9,7,9,0,0,NA,0,
AlexaEmbodiment_220202_94_LL,oc245,1,2,1,1,1,2/2/22,3,5,7.43,7,M,Person,2,office,wheels,1,1,wheels,because he said thats his favorite song,Y,Y,Y,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,2,4,3,3,7,1,1,Alexa,2,said the videos froze a bit
AlexaEmbodiment_220202_95_LL,ob304,1,2,1,1,1,2/2/22,5,5,7.8,7,F,VUI,4,kitchen,wheels,1,1,wheels,"because he said on the ohter paisia to play the itsy bitsy spider, and then on this one he said to play the wheels on the bus",Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Google (Google Home),3,"kitchen, family, office"
AlexaEmbodiment_220203_96_GD,od239,1,1,1,1,1,2/3/22,5,5,8.76,8,F,Person,1,office,spider,1,1,spider,because he told her that his favorite song was itsy bitsy spider,N,N,N,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa,1,kitchen
AlexaEmbodiment_220203_97_GD,od241,1,1,1,1,1,2/3/22,5,5,3.37,3,M,VUI,2,office,wheels,1,1,spider,because he loves it,Y,Y,Y,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,Alexa,1,kitchen
AlexaEmbodiment_220206_98_LL,oc528,1,2,1,1,1,2/7/22,5,5,7.65,7,M,Person,3,kitchen,spider,1,1,spider,because he only told him that,Y,Y,Y,1,1,1,1,1,1,0,0,1,1,0,1,0,2,2,4,7,7,6,9,1,1,"Alexa (Echo Dot), Siri",3,"kitchen, living room, bed; was a bit difficult to understand child's language, also seemed easily distracted/ very energetic, Carrie question a bit difficult (took many prompts to get to answer and had to say blue/green snack)"
AlexaEmbodiment_220206_99_LL,oc625,1,3,1,1,1,2/7/22,5,5,8.67,8,M,VUI,2,office,wheels,1,1,wheels,because he told that one that it was his favorite.,Y,N,Y,1,1,1,1,1,1,1,1,1,1,0,0,0,3,3,6,7,9,7,10,1,1,"Alexa, Siri",1,living room
AlexaEmbodiment_220208_100_GD,ob401,1,3,1,1,1,2/8/22,5,5,8.57,8,M,Person,3,kitchen,spider,1,1,spider,because he lied to her that the itsy bitsy spider was his favorite song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa,2,"bedroom, kitchen"
AlexaEmbodiment_220208_101_GD,ob400,1,3,1,1,1,2/8/22,5,5,7.57,7,M,Person,4,kitchen,wheels,1,1,wheels,because it's his favorite song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa,2,"bedroom, kitchen"
AlexaEmbodiment_220208_102_GD,oc283,1,3,1,1,1,2/8/22,5,5,8.9,8,F,VUI,4,kitchen,wheels,1,1,wheels,because at the beginning Scotty said that it was his favorite song,Y,N,Y,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,6,7,9,7,12,1,0,Alexa on a tablet,0,
AlexaEmbodiment_220210_103_GD,oc244,1,2,1,1,1,2/10/22,5,5,8.66,8,F,Person,2,office,wheels,1,1,spider,because it's his favorite song,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,0,Google on a tablet,0,identical twin
AlexaEmbodiment_220210_104_GD,oc284,1,2,1,1,1,2/10/22,5,5,8.66,8,F,VUI,3,kitchen,spider,1,1,spider,because he said that to that Paisia,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,0,0,3,3,6,7,9,7,11,1,0,Google on a tablet,0,identical twin
AlexaEmbodiment_220210_105_GD,od275,1,2,1,1,1,2/10/22,5,5,7.58,7,F,Person,4,kitchen,wheels,1,1,wheels,because Scotty told her that his favorite song is wheels on the bus,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,0,Siri on phone,0,
AlexaEmbodiment_220214_106_LL,oc875,1,1,1,1,1,2/14/2022,5,5,7.73,7,F,VUI,3,kitchen,spider,1,1,spider,because he told this Paisia that his favorite song was the itsy bitsy spider,Y,N,N,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa (device),2,"office, bedroom"
AlexaEmbodiment_220214_107_LL,ob123,1,2,1,1,1,2/14/2022,5,5,8.29,8,M,VUI,1,office,spider,1,1,spider,because this Paisia doesnt know that his actual favorite song is Wheels on the Bus,Y,N,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,0,0,NA,0,Originally marked as SS-yes but child said he hadn't spoken to siri/alexa/google before
AlexaEmbodiment_220214_108_LL,oc554,1,2,1,1,1,2/14/2022,5,5,8.38,8,F,Person,2,office,wheels,1,1,wheels,because he told her that his favorite song was the wheels on the bus,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,0,1,1,3,3,6,8,9,7,12,1,1,Alexa,0,"Alexa not in home but has used friend's Alexa at their house; younger sibling watched session very intently (minor interference, shouldn't mess with data) but shouldn't test younger sibling since already observed study (not signed up to my knowledge)"
AlexaEmbodiment_220215_109_AD,od312,1,2,1,1,1,2/15/22,5,5,5.45,5,M,Person,2,office,wheels,1,1,wheels,because he didn't tell him what the song was,Y,Y,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,9,7,13,1,1,Alexa / google on phone / amazon dot,1,
AlexaEmbodiment_220215_110_AD,oc894,1,3,1,1,1,2/15/22,5,5,8.25,8,M,VUI,1,office,spider,1,1,spider,because he said it to the other paisia not this paisia,Y,N,Sorta,1,1,1,1,1,1,1,1,1,1,0,1,1,3,3,6,8,9,7,12,1,1,Alexa,5,"4 echos and 1 echo show, including kid friendly version in child's room"
AlexaEmbodiment_220215_111_AD,od302,1,2,1,0,0,2/15/22,5,5,3.22,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,child was shy and did not want to continue game
AlexaEmbodiment_220216_112_GD,od313,1,2,1,1,1,2/16/22,5,5,3.29,3,F,Person,4,kitchen,wheels,1,1,spider,it's his favorite song,Y,Y,Y,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,3,4,5,3,6,1,1,Echo dot,1,living room
