,age_days,condition,counterbalance,attn1,attn2,test,attn3,rachel_false_belief,diana_false_belief,allie_false_belief,num_speakers,coding_experience,smartphone_frequency,smart_speaker_frequency,voice_assistant_frequency,pass_attn1,pass_attn2,pass_attn3,pass_all_attn,chose_song_1
119,1773,AI,3,spider,wheels,spider,1,1,1,1,3,no experience with coding,About once a day,About once a week,About once a week,1,1,1,1,1
120,4913,Person,1,spider,wheels,spider,1,1,1,1,3,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,Several times a day,1,1,1,1,1
121,4913,AI,2,wheels,spider,wheels,1,1,1,1,1,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1
122,4478,Person,2,wheels,spider,wheels,1,1,1,1,1,coding class at school,Several times a day,Several times a day,Several times a day,1,1,1,1,1
123,4993,Person,2,wheels,spider,wheels,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,About once a day,1,1,1,1,1
124,3757,Person,4,wheels,spider,wheels,1,1,0,0,3,NA,Several times a day,Several times a day,Several times a day,1,1,1,1,1
125,5424,Person,4,wheels,spider,wheels,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,NA,NA,1,1,1,1,1
126,2281,AI,3,spider,wheels,spider,1,1,1,1,1,no experience with coding,About once a day,Several times a day,Several times a day,1,1,1,1,1
127,2492,AI,3,spider,wheels,spider,1,0,0,0,0,no experience with coding,Less than once a week,Never,Never,1,1,1,1,1
128,4937,Person,3,spider,wheels,spider,1,1,1,1,2,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1
129,2875,AI,4,wheels,spider,wheels,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,About once a day,NA,1,1,1,1,1
130,4420,Person,1,spider,wheels,spider,1,1,1,1,7,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Several times a day,Several times a day,1,1,1,1,1
131,2735,Person,4,wheels,spider,wheels,1,1,1,1,5,no experience with coding,About once a day,About once a day,NA,1,1,1,1,1
132,1881,Person,2,wheels,spider,wheels,1,1,1,1,0,no experience with coding,About once a day,Less than once a week,NA,1,1,1,1,1
133,4940,AI,1,spider,wheels,wheels,1,1,1,1,7,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,0
134,4152,AI,3,spider,wheels,wheels,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,About once a day,About once a day,1,1,1,1,0
135,2975,AI,2,wheels,spider,wheels,1,1,1,1,0,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,Never,Never,1,1,1,1,1
136,3098,AI,3,spider,wheels,spider,1,1,1,1,NA,NA,Several times a day,NA,About once a day,1,1,1,1,1
137,3075,Person,2,wheels,spider,wheels,1,1,1,1,0,coding class at school,About once a week,Never,NA,1,1,1,1,1
138,4110,AI,4,wheels,spider,wheels,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,NA,Several times a day,1,1,1,1,1
139,1908,Person,2,wheels,spider,spider,1,1,1,1,2,no experience with coding,About once a day,Less than once a week,NA,1,1,1,1,0
140,4109,Person,3,spider,wheels,spider,1,1,1,1,NA,NA,Several times a day,Never,About once a week,1,1,1,1,1
141,1893,AI,4,wheels,spider,wheels,1,1,1,1,0,no experience with coding,About once a day,NA,About once a day,1,1,1,1,1
142,4294,AI,2,wheels,spider,wheels,1,1,1,1,1,no experience with coding,Several times a day,NA,NA,1,1,1,1,1
143,4277,Person,3,spider,wheels,spider,1,0,0,1,2,coding class at school,Several times a day,Never,Never,1,1,1,1,1
144,1777,Person,1,spider,wheels,wheels,1,1,1,1,NA,no experience with coding,Never,About once a day,Never,1,1,1,1,0
145,4581,AI,1,spider,wheels,wheels,1,1,1,1,8,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,0
146,4488,Person,3,spider,wheels,spider,1,1,1,1,0,coding class at school,Several times a day,NA,About once a day,1,1,1,1,1
147,1225,Person,2,wheels,spider,wheels,1,0,0,1,2,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1
148,4442,Person,2,wheels,spider,wheels,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Never,NA,1,1,1,1,1
149,1429,Person,1,spider,wheels,spider,1,0,1,0,NA,no experience with coding,About once a week,Never,About once a week,1,1,1,1,1
150,4563,AI,2,wheels,spider,wheels,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,NA,NA,1,1,1,1,1
151,3612,Person,4,wheels,spider,wheels,1,1,1,1,5,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1
152,3609,AI,3,spider,wheels,spider,1,1,1,1,0,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,About once a week,1,1,1,1,1
153,2596,AI,2,wheels,spider,wheels,1,1,1,1,2,no experience with coding,About once a day,Several times a day,Several times a day,1,1,1,1,1
154,2620,AI,2,wheels,spider,wheels,1,1,1,1,2,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a week,About once a day,1,1,1,1,1
155,2836,Person,2,wheels,spider,spider,1,1,1,1,3,no experience with coding,Never,About once a day,Never,1,1,1,1,0
156,1297,AI,4,wheels,spider,wheels,1,1,1,0,1,no experience with coding,Less than once a week,About once a day,About once a day,1,1,1,1,1
157,2618,Person,3,spider,wheels,spider,1,1,1,1,3,no experience with coding,Several times a day,About once a week,About once a week,1,1,1,1,1
158,3234,Person,3,spider,wheels,spider,1,1,1,1,1,no experience with coding,About once a day,About once a day,Never,1,1,1,1,1
159,2410,AI,2,wheels,spider,wheels,1,0,0,1,1,coding class at school,Several times a day,Never,About once a day,1,1,1,1,1
160,3157,AI,3,spider,wheels,spider,1,1,1,1,1,coding class at school,Several times a day,About once a week,About once a week,1,1,1,1,1
161,1758,AI,2,wheels,spider,spider,1,1,1,1,2,no experience with coding,Never,Never,Never,1,1,1,1,0
162,2760,Person,1,spider,wheels,spider,1,1,1,1,3,no experience with coding,About once a week,About once a week,About once a week,1,1,1,1,1
163,3862,AI,3,spider,wheels,wheels,1,1,1,1,1,coding class at school,About once a week,Never,Several times a day,1,1,1,1,0
164,2354,AI,2,wheels,spider,wheels,1,1,0,1,1,no experience with coding,Less than once a week,Less than once a week,NA,1,1,1,1,1
165,5522,AI,1,spider,wheels,spider,1,1,1,1,2,no experience with coding,Several times a day,About once a week,NA,1,1,1,1,1
166,4308,Person,4,wheels,spider,wheels,1,1,1,1,0,coding class at school,Several times a day,Never,Several times a day,1,1,1,1,1
167,5137,AI,2,wheels,spider,wheels,1,1,1,0,1,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1
168,3092,Person,4,wheels,spider,wheels,1,1,1,1,0,coding class at school,Less than once a week,Never,Never,1,1,1,1,1
169,3448,AI,4,wheels,spider,wheels,1,1,1,1,3,after school programs or camps related to coding,About once a day,About once a day,About once a day,1,1,1,1,1
170,2024,Person,1,spider,wheels,spider,1,0,0,0,2,no experience with coding,About once a week,About once a day,About once a day,1,1,1,1,1
171,2681,AI,3,spider,wheels,spider,1,0,0,0,3,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1
172,4748,Person,2,wheels,spider,wheels,1,1,1,1,0,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Never,NA,NA,1,1,1,1,1
173,3486,Person,3,spider,wheels,spider,1,1,1,1,NA,NA,Several times a day,About once a day,About once a day,1,1,1,1,1
174,3875,Person,1,spider,wheels,spider,1,1,1,1,0,no experience with coding,Less than once a week,Never,Never,1,1,1,1,1
175,1332,Person,2,wheels,spider,wheels,1,1,1,0,NA,no experience with coding,About once a week,Less than once a week,NA,1,1,1,1,1
176,4631,Person,2,wheels,spider,wheels,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1
177,4631,Person,1,spider,wheels,spider,1,1,1,1,2,"coding class at school,after school programs or camps related to coding",Several times a day,NA,About once a day,1,1,1,1,1
178,5813,Person,4,wheels,spider,wheels,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,NA,NA,1,1,1,1,1
179,3259,AI,1,spider,wheels,spider,1,1,1,1,1,coding class at school,Less than once a week,Less than once a week,Several times a day,1,1,1,1,1
180,4408,Person,1,spider,wheels,spider,1,1,1,1,8,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1
181,1593,Person,1,spider,wheels,spider,1,1,1,1,NA,no experience with coding,About once a day,Never,NA,1,1,1,1,1
182,2561,AI,4,wheels,spider,wheels,1,1,1,1,2,no experience with coding,About once a day,About once a day,About once a day,1,1,1,1,1
183,4532,Person,4,wheels,spider,wheels,1,1,1,1,6,coding class at school,Several times a day,Several times a day,About once a day,1,1,1,1,1
184,5144,AI,3,spider,wheels,spider,1,1,1,1,4,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1
185,2796,AI,1,spider,wheels,spider,1,1,1,1,1,coding class at school,Several times a day,About once a week,NA,1,1,1,1,1
186,3143,AI,4,wheels,spider,wheels,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,NA,Several times a day,1,1,1,1,1
187,4283,AI,4,wheels,spider,spider,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,Several times a day,1,1,1,1,0
188,3838,AI,4,wheels,spider,wheels,1,1,1,1,2,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1
189,4427,Person,1,spider,wheels,spider,1,1,1,1,0,after school programs or camps related to coding,About once a week,Never,NA,1,1,1,1,1
190,4233,AI,3,spider,wheels,spider,1,1,1,1,3,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a week,About once a day,1,1,1,1,1
191,3299,Person,1,spider,wheels,spider,1,1,1,1,3,no experience with coding,About once a week,About once a day,About once a day,1,1,1,1,1
192,5628,AI,3,spider,wheels,wheels,1,1,1,1,NA,NA,Several times a day,Never,About once a day,1,1,1,1,0
193,1915,Person,3,spider,wheels,spider,1,1,1,1,0,no experience with coding,Never,Less than once a week,Never,1,1,1,1,1
194,2655,Person,3,spider,wheels,spider,1,1,1,1,NA,NA,About once a day,Never,Never,1,1,1,1,1
195,2339,Person,3,spider,wheels,spider,1,1,1,1,NA,no experience with coding,About once a day,NA,NA,1,1,1,1,1
196,1219,Person,1,spider,wheels,spider,1,0,0,1,3,no experience with coding,Several times a day,Less than once a week,NA,1,1,1,1,1
197,1178,AI,3,spider,wheels,spider,1,0,0,1,3,no experience with coding,Several times a day,Less than once a week,NA,1,1,1,1,1
198,4148,AI,3,spider,wheels,spider,1,1,1,1,NA,NA,About once a day,NA,About once a day,1,1,1,1,1
199,5244,AI,1,spider,wheels,spider,1,1,1,1,NA,no experience with coding,Several times a day,About once a week,About once a week,1,1,1,1,1
200,3039,Person,4,wheels,spider,wheels,1,1,1,1,2,no experience with coding,About once a day,Several times a day,About once a day,1,1,1,1,1
201,3210,AI,3,spider,wheels,spider,1,1,1,1,4,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Less than once a week,NA,1,1,1,1,1
202,3859,Person,4,wheels,spider,wheels,1,1,1,0,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,NA,NA,1,1,1,1,1
203,3542,AI,3,spider,wheels,spider,1,1,1,1,3,after school programs or camps related to coding,About once a day,About once a day,About once a week,1,1,1,1,1
204,1454,AI,3,spider,wheels,wheels,1,0,0,0,NA,NA,Several times a day,NA,NA,1,1,1,1,0
205,3936,Person,4,wheels,spider,wheels,1,1,1,1,3,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1
206,5636,Person,4,wheels,spider,wheels,1,1,1,1,5,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1
207,5636,Person,4,wheels,spider,wheels,1,1,1,1,5,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1
208,4560,Person,2,wheels,spider,wheels,1,1,1,1,NA,NA,Several times a day,Never,Several times a day,1,1,1,1,1
209,4541,AI,3,spider,wheels,spider,1,1,1,1,2,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a week,About once a week,1,1,1,1,1
210,3133,AI,3,spider,wheels,spider,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Less than once a week,NA,1,1,1,1,1
211,4731,Person,3,spider,wheels,spider,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a week,About once a day,1,1,1,1,1
212,3526,AI,3,spider,wheels,spider,1,1,1,1,1,no experience with coding,Several times a day,About once a week,About once a day,1,1,1,1,1
213,1861,Person,3,spider,wheels,spider,1,1,0,0,6,no experience with coding,Less than once a week,About once a day,Several times a day,1,1,1,1,1
214,5337,AI,2,wheels,spider,wheels,1,1,1,1,1,no experience with coding,About once a day,NA,About once a week,1,1,1,1,1
215,5337,AI,2,wheels,spider,wheels,1,1,1,1,0,no experience with coding,About once a day,NA,Never,1,1,1,1,1
216,2564,AI,3,spider,wheels,spider,1,1,0,0,2,no experience with coding,About once a day,NA,About once a week,1,1,1,1,1
217,5632,AI,1,spider,wheels,spider,1,1,1,1,0,coding class at school,Several times a day,Never,Never,1,1,1,1,1
218,2703,Person,3,spider,wheels,spider,1,1,1,1,0,no experience with coding,About once a day,Never,Never,1,1,1,1,1
219,3342,AI,4,wheels,spider,wheels,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,Never,1,1,1,1,1
220,5738,Person,1,spider,wheels,spider,1,1,1,1,1,coding class at school,Several times a day,Less than once a week,Several times a day,1,1,1,1,1
221,3811,Person,4,wheels,spider,wheels,1,1,1,1,0,no experience with coding,About once a week,NA,NA,1,1,1,1,1
222,4019,AI,3,spider,wheels,wheels,1,1,1,1,5,no experience with coding,Several times a day,About once a day,About once a day,1,1,1,1,0
223,3818,AI,4,wheels,spider,spider,1,1,1,1,4,after school programs or camps related to coding,Several times a day,Several times a day,Several times a day,1,1,1,1,0
224,4261,Person,2,wheels,spider,wheels,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,Never,Never,1,1,1,1,1
225,2795,Person,1,spider,wheels,wheels,1,1,1,1,0,no experience with coding,NA,NA,NA,1,1,1,1,0
226,1879,AI,4,wheels,spider,wheels,1,1,1,1,0,no experience with coding,About once a week,About once a week,NA,1,1,1,1,1
227,3483,Person,1,spider,wheels,spider,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Never,Never,1,1,1,1,1
228,4334,Person,4,wheels,spider,wheels,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,NA,NA,1,1,1,1,1
229,4334,AI,4,wheels,spider,wheels,1,1,1,1,NA,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,Never,NA,1,1,1,1,1
230,2472,Person,4,wheels,spider,wheels,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,Never,1,1,1,1,1
231,3410,Person,1,spider,wheels,spider,1,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,1
232,4773,AI,1,spider,wheels,wheels,1,1,1,1,4,"coding class at school,after school programs or camps related to coding",Several times a day,Several times a day,Several times a day,1,1,1,1,0
233,1518,AI,4,wheels,spider,wheels,1,1,1,1,0,no experience with coding,About once a day,Less than once a week,Never,1,1,1,1,1
234,2959,AI,3,spider,wheels,spider,1,1,1,1,0,coding class at school,Several times a day,NA,About once a week,1,1,1,1,1
235,2390,AI,1,spider,wheels,spider,1,1,1,1,0,no experience with coding,Several times a day,NA,About once a day,1,1,1,1,1
236,4340,Person,2,wheels,spider,wheels,1,1,1,1,NA,NA,Several times a day,NA,NA,1,1,1,1,1
237,2024,Person,3,spider,wheels,spider,1,1,1,1,2,no experience with coding,About once a week,About once a day,About once a day,1,1,1,1,1
238,5426,Person,4,wheels,spider,wheels,1,1,1,1,NA,NA,Several times a day,Never,NA,1,1,1,1,1
239,1350,AI,1,spider,wheels,wheels,1,1,0,0,0,no experience with coding,About once a week,NA,NA,1,1,1,1,0
240,1993,Person,3,spider,wheels,wheels,1,0,0,0,1,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,0
241,4140,AI,2,wheels,spider,spider,1,1,1,1,1,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,About once a day,1,1,1,1,0
242,3390,AI,2,wheels,spider,wheels,1,1,1,1,0,no experience with coding,About once a day,NA,NA,1,1,1,1,1
243,4611,AI,3,spider,wheels,spider,1,1,1,1,1,no experience with coding,Several times a day,Less than once a week,NA,1,1,1,1,1
244,3160,Person,3,spider,wheels,spider,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1
245,2739,Person,2,wheels,spider,wheels,1,0,1,1,3,no experience with coding,About once a day,Several times a day,Several times a day,1,1,1,1,1
246,1739,Person,3,spider,wheels,spider,1,0,0,0,2,no experience with coding,About once a day,About once a week,About once a week,1,1,1,1,1
247,2903,Person,3,spider,wheels,spider,1,1,1,1,0,coding class at school,About once a week,Never,Never,1,1,1,1,1
248,2903,AI,2,wheels,spider,wheels,1,1,1,1,0,no experience with coding,NA,NA,NA,1,1,1,1,1
249,5375,AI,1,spider,wheels,wheels,1,1,1,1,0,coding class at school,Never,Never,NA,1,1,1,1,0
250,4267,AI,3,spider,wheels,wheels,1,1,1,1,3,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,0
251,2695,AI,3,spider,wheels,spider,1,1,1,1,0,no experience with coding,About once a day,NA,Never,1,1,1,1,1
252,1886,AI,1,spider,wheels,spider,1,0,1,0,0,no experience with coding,Several times a day,NA,NA,1,1,1,1,1
253,5748,Person,3,spider,wheels,spider,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Never,Never,1,1,1,1,1
254,3651,Person,4,wheels,spider,wheels,1,1,1,1,1,coding class at school,Less than once a week,Less than once a week,NA,1,1,1,1,1
255,3390,Person,4,wheels,spider,wheels,1,1,1,1,1,no experience with coding,NA,About once a week,NA,1,1,1,1,1
256,4751,Person,4,wheels,spider,wheels,1,1,1,1,1,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a week,About once a week,1,1,1,1,1
257,1815,Person,1,spider,wheels,spider,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Never,NA,1,1,1,1,1
258,1850,Person,4,wheels,spider,wheels,1,1,1,1,NA,NA,Less than once a week,Less than once a week,NA,1,1,1,1,1
259,5529,Person,2,wheels,spider,wheels,1,1,1,1,5,"coding class at school,after school programs or camps related to coding",Several times a day,Less than once a week,Never,1,1,1,1,1
260,1487,Person,1,spider,wheels,spider,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a week,About once a week,About once a week,1,1,1,1,1
261,4455,AI,4,wheels,spider,wheels,1,1,1,1,2,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1
262,1753,AI,4,wheels,spider,wheels,1,0,0,0,1,no experience with coding,About once a week,About once a week,About once a week,1,1,1,1,1
263,3411,AI,1,spider,wheels,spider,1,1,1,1,0,no experience with coding,About once a day,NA,NA,1,1,1,1,1
264,3934,Person,4,wheels,spider,wheels,1,1,1,1,1,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Several times a day,Several times a day,1,1,1,1,1
265,3518,AI,4,wheels,spider,wheels,1,1,1,1,4,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a day,About once a week,1,1,1,1,1
266,2476,AI,4,wheels,spider,wheels,1,1,1,1,2,NA,Several times a day,About once a day,Several times a day,1,1,1,1,1
267,1543,AI,4,wheels,spider,wheels,1,1,1,1,4,no experience with coding,Several times a day,Never,Never,1,1,1,1,1
268,1739,Person,1,spider,wheels,spider,1,0,1,1,NA,no experience with coding,NA,NA,NA,1,1,1,1,1
269,3313,AI,1,spider,wheels,spider,1,1,1,0,0,no experience with coding,About once a week,NA,NA,1,1,1,1,1
270,4204,AI,1,spider,wheels,spider,1,1,1,1,NA,coding class at school,About once a day,About once a day,About once a week,1,1,1,1,1
271,4204,AI,4,wheels,spider,spider,1,1,1,1,1,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,About once a week,1,1,1,1,0
272,5197,Person,2,wheels,spider,wheels,1,1,1,1,4,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Several times a day,Several times a day,1,1,1,1,1
273,1982,AI,3,spider,wheels,spider,1,1,1,1,3,no experience with coding,About once a day,NA,Several times a day,1,1,1,1,1
274,4080,AI,4,wheels,spider,spider,1,1,1,1,3,coding class at school,About once a week,About once a day,Several times a day,1,1,1,1,0
275,5091,AI,2,wheels,spider,spider,1,1,1,1,2,after school programs or camps related to coding,Several times a day,Several times a day,About once a day,1,1,1,1,0
276,2609,Person,2,wheels,spider,wheels,1,1,1,1,2,no experience with coding,About once a week,About once a day,About once a day,1,1,1,1,1
277,4201,Person,4,wheels,spider,wheels,1,1,1,1,2,after school programs or camps related to coding,About once a day,About once a day,About once a day,1,1,1,1,1
278,3179,Person,4,wheels,spider,wheels,1,1,1,1,4,after school programs or camps related to coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1
279,2231,Person,2,wheels,spider,wheels,1,1,1,1,1,no experience with coding,Several times a day,About once a day,About once a week,1,1,1,1,1
280,4608,Person,3,spider,wheels,spider,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1
281,4608,Person,1,spider,wheels,spider,1,1,1,1,NA,NA,About once a day,Less than once a week,NA,1,1,1,1,1
282,3252,Person,3,spider,wheels,spider,1,1,1,1,0,no experience with coding,Several times a day,Never,Never,1,1,1,1,1
283,1495,Person,2,wheels,spider,wheels,1,1,0,0,NA,NA,About once a week,NA,NA,1,1,1,1,1
284,2010,Person,4,wheels,spider,wheels,1,1,1,1,NA,NA,About once a day,NA,About once a week,1,1,1,1,1
285,1178,AI,3,spider,wheels,spider,1,0,0,0,4,no experience with coding,Less than once a week,About once a day,About once a day,1,1,1,1,1
286,2301,AI,2,wheels,spider,wheels,1,1,1,1,0,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,Less than once a week,NA,1,1,1,1,1
287,2445,AI,3,spider,wheels,spider,1,1,1,1,1,no experience with coding,Several times a day,About once a week,NA,1,1,1,1,1
288,4505,AI,2,wheels,spider,spider,1,1,1,1,6,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a day,About once a day,1,1,1,1,0
289,4485,Person,4,wheels,spider,wheels,1,1,1,1,NA,NA,Less than once a week,Less than once a week,NA,1,1,1,1,1
290,4168,Person,4,wheels,spider,wheels,1,1,1,1,NA,coding class at school,About once a day,Less than once a week,About once a week,1,1,1,1,1
291,3284,AI,4,wheels,spider,wheels,1,1,1,1,2,coding class at school,Several times a day,Several times a day,Several times a day,1,1,1,1,1
292,1524,Person,3,spider,wheels,wheels,1,1,1,1,2,no experience with coding,Less than once a week,Less than once a week,Never,1,1,1,1,0
293,1530,Person,2,wheels,spider,spider,1,1,1,1,1,no experience with coding,About once a day,Never,Never,1,1,1,1,0
294,2963,Person,2,wheels,spider,wheels,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,Several times a day,1,1,1,1,1
295,2768,AI,3,spider,wheels,spider,1,0,0,0,3,no experience with coding,About once a day,Several times a day,Several times a day,1,1,1,1,1
296,1981,Person,1,spider,wheels,spider,1,0,0,0,NA,no experience with coding,NA,NA,NA,1,1,1,1,1
297,1515,Person,1,spider,wheels,wheels,1,1,1,0,0,no experience with coding,About once a week,Never,Never,1,1,1,1,0
298,5122,Person,4,wheels,spider,wheels,1,1,1,1,0,no experience with coding,Several times a day,NA,NA,1,1,1,1,1
299,2368,AI,2,wheels,spider,wheels,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Less than once a week,About once a day,Never,1,1,1,1,1
300,5257,AI,3,spider,wheels,wheels,1,1,1,1,2,no experience with coding,Several times a day,About once a day,About once a day,1,1,1,1,0
301,3480,AI,3,spider,wheels,spider,1,1,1,1,NA,"after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable),no experience with coding",NA,NA,NA,1,1,1,1,1
302,1993,AI,2,wheels,spider,wheels,1,1,1,1,1,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1
303,3028,AI,4,wheels,spider,wheels,1,0,1,0,5,no experience with coding,Several times a day,Several times a day,Several times a day,1,1,1,1,1
304,5013,AI,1,spider,wheels,spider,1,1,1,1,0,"coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,NA,1,1,1,1,1
305,1288,Person,2,wheels,spider,spider,1,1,1,1,0,no experience with coding,About once a day,Never,Never,1,1,1,1,0
306,3019,Person,3,spider,wheels,spider,1,1,1,1,2,no experience with coding,About once a day,About once a week,About once a day,1,1,1,1,1
307,3054,Person,1,spider,wheels,spider,1,1,1,1,1,no experience with coding,Several times a day,Never,About once a week,1,1,1,1,1
308,1578,Person,1,spider,wheels,spider,1,0,0,0,4,NA,About once a day,About once a day,About once a day,1,1,1,1,1
309,2965,AI,4,wheels,spider,wheels,1,1,1,0,2,after school programs or camps related to coding,Several times a day,NA,About once a day,1,1,1,1,1
310,1572,Person,3,spider,wheels,wheels,1,0,0,0,0,no experience with coding,About once a day,NA,NA,1,1,1,1,0
311,2064,AI,4,wheels,spider,wheels,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1
312,3425,AI,2,wheels,spider,wheels,1,1,1,1,2,"coding class at school,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Less than once a week,About once a day,1,1,1,1,1
313,3425,AI,3,spider,wheels,spider,1,1,1,1,1,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,Never,About once a day,1,1,1,1,1
314,3147,Person,1,spider,wheels,spider,1,1,1,1,3,"coding apps at home (e.g., Osmo, Scratch, Kodable)",About once a day,About once a day,Several times a day,1,1,1,1,1
315,5302,AI,3,spider,wheels,spider,1,1,1,1,0,no experience with coding,Less than once a week,Never,Never,1,1,1,1,1
316,4245,AI,4,wheels,spider,wheels,1,1,1,1,4,"coding class at school,after school programs or camps related to coding,coding apps at home (e.g., Osmo, Scratch, Kodable)",Several times a day,About once a day,About once a day,1,1,1,1,1
