"","child_id","child_age_rounded","child_gender"
"13241","dADL67",1890,"f"
"13242","4NJCTY",1590,"m"
"13243","7JUJPC",2790,"m"
"13244","Y2M3FQ",4230,"f"
"13245","WDY6c7",2550,"f"
"13246","C5HA27",4620,"f"
"13247","PU2VcV",4620,"o"
"13248","YFE323",2040,"m"
"13249","GXJBPE",1170,"m"
"13250","VRRTXM",3540,"f"
"13251","65LC6N",1200,"m"
"13252","EHPQXP",2670,"f"
"13253","KN4QXT",1890,"m"
"13254","5Q24K5",1290,"f"
"13255","AEVA5R",2610,"f"
"13256","PZ5DPJ",1170,"f"
"13257","RL56d4",3060,"m"
"13258","VRHSL4",3450,"f"
"13259","SEAHSd",2100,"m"
"13260","NSQ3X6",3420,"f"
"13261","4VHdUK",5040,"m"
"13262","AS4P67",2040,"f"
"13263","Xd7JWC",2010,"m"
"13264","PcR4BM",1980,"m"
"13265","UPTL7Y",3720,"m"
"13266","DHZ3NG",3600,"f"
"13267","YLAdC4",1830,"f"
"13268","PRPWZF",2220,"f"
"13269","NMW7J7",1500,"f"
"13270","MBCA5E",2730,"f"
"13271","NPVQNQ",1740,"m"
"13272","NEQP2Q",1860,"f"
"13273","44WWDL",1890,"f"
"13274","dMcX57",1650,"m"
"13275","P2JCDF",1740,"m"
"13276","XEKPSB",1980,"f"
"13277","dJPCR7",2610,"m"
"13278","QVDCEG",2760,"f"
"13279","TJAT32",1260,"m"
"13280","V5REVB",1500,"m"
"13281","S7FVQH",2070,"m"
"13282","347dJH",1800,"f"
"13283","SCMMCA",3150,"f"
"13284","J33Q67",1440,"m"
"13285","PK2YGJ",4200,"m"
"13286","3G522Y",2460,"f"
"13287","W575AK",2790,"f"
"13288","WQGT5Y",1200,"m"
"13289","d6RFVM",4110,"m"
"13290","GYU46J",4140,"f"
"13291","2cLdd2",2970,"f"
"13292","6FL4TM",2550,"f"
"13293","QVSRQC",1980,"f"
"13294","DKUY4F",1290,"f"
"13295","XAVQXc",2100,"f"
"13296","UZG2dX",2940,"m"
"13297","KHRJM7",3810,"m"
"13298","UAPd65",3060,"m"
"13299","3XcSJ2",3810,"f"
"13300","dR3ZQW",3240,"m"
"13301","LUQK5d",1350,"f"
"13302","KE3Z6Z",3810,"f"
"13303","FVTKHG",2790,"f"
"13304","5HHGcY",2640,"m"
"13305","Fc7UHG",3270,"m"
"13306","Q4EEd6",2460,"f"
"13307","Ddd42B",4590,"m"
"13308","cFJCJK",2490,"f"
"13309","RL5F7C",1590,"m"
"13310","QARBCD",3690,"m"
"13311","c2DEY3",1200,"m"
"13312","LKJRX3",2970,"f"
"13313","7R4XY2",1350,"f"
"13314","MR5MAH",2700,"f"
"13315","Z6JWFD",3000,"m"
"13316","FG5XVM",2550,"m"
"13317","BLMEUH",1560,"f"
"13318","XC7SMU",4050,"m"
"13319","MBSYFS",1740,"m"
"13320","2N2GAd",3060,"f"
"13321","YPNJKP",1740,"f"
"13322","BdHTN4",3420,"m"
"13323","4JccdB",2820,"m"
"13324","XQS345",1140,"f"
"13325","EG4DM2",1680,"m"
"13326","ZPAG2A",2400,"f"
"13327","NBXP7N",3390,"m"
"13328","cE3WXc",1530,"m"
"13329","KRLDTE",4320,"m"
"13330","NY2cZA",3510,"f"
"13331","CUCSW3",2880,"m"
"13332","NZKdcH",1530,"f"
"13333","5Hd5XN",3720,"m"
"13334","JFd4LQ",3120,"f"
"13335","V6JVMB",2700,"m"
"13336","WGSZS6",1920,"m"
"13337","UQYP3K",2160,"f"
"13338","P3MYF5",3300,"f"
"13339","dcddCF",1770,"f"
"13340","CAECUF",3870,"f"
"13341","NZcKZR",2490,"m"
"13342","3MGZ2D",1620,"f"
"13343","Y324M2",4710,"m"
"13344","RKKSJM",3030,"f"
"13345","4ABCC4",1320,"f"
"13346","K73D3S",1860,"f"
"13347","5d3X5S",1620,"f"
"13348","WDETH6",2670,"m"
"13349","dZUWST",2340,"f"
"13350","cYGACQ",1890,"f"
"13351","dXAQG4",2760,"m"
"13352","5WHcX5",3750,"m"
"13353","K7R7CV",2550,"f"
"13354","FG2KCN",1440,"f"
"13355","YHGER6",3660,"f"
"13356","XUUFNU",2460,"f"
"13357","WPK4FZ",2760,"m"
"13358","Q4cDH5",2310,"f"
"13359","CXMSKS",2730,"f"
"13360","EZ6FZQ",1650,"m"
"13361","LCDQES",1530,"f"
"13362","LKKFPd",2400,"f"
"13363","Y4MHXV",2160,"m"
"13364","2ZPdLJ",1500,"f"
"13365","RC5T3R",3480,"f"
"13366","6c4MZT",2850,"f"
"13367","2ZBH3d",4020,"f"
"13368","d44R4W",4110,"f"
"13369","ZEYSWL",1560,"f"
"13370","33NPWV",1380,"m"
"13371","YMH4W3",1650,"f"
"13372","PXBcNU",1500,"m"
"13373","C2J3Kd",1350,"f"
"13374","7UQ674",1200,"f"
"13375","dJZ5QE",2850,"f"
"13376","H3HBTJ",1380,"f"
"13377","AEL3EQ",1200,"m"
"13378","3BMEHF",2130,"m"
"13379","HBWDcR",3210,"m"
"13380","ARMW2Y",3900,"m"
"13381","KMUTBA",2790,"f"
"13382","SCHcHE",3420,"m"
"13383","PXXPWV",2010,"m"
"13384","GCCDGU",1200,"f"
"13385","7EBDYc",3270,"f"
"13386","4P2QUV",1860,"m"
"13387","Z6D7dB",2220,"f"
"13388","75ZW26",1620,"m"
"13389","BC76CA",3780,"m"
"13390","WMJVGR",3000,"m"
"13391","dVMXCc",1770,"f"
"13392","d5Ud2c",1920,"f"
"13393","4VCRcA",2520,"f"
"13394","CQKHMP",4980,"f"
"13395","QRZ4QE",1530,"f"
"13396","EFYJWW",2010,"f"
"13397","LRAUYL",2010,"f"
"13398","AWZXWB",1290,"f"
"13399","R27BW6",5130,"m"
"13400","PHK3XR",2610,"f"
"13401","N4N6Q2",1890,"m"
"13402","YFLMKE",2490,"m"
"13403","5c5BKL",2400,"m"
"13404","VDGZL2",1680,"m"
"13405","cMD6FQ",5220,"m"
"13406","GXGSFD",5640,"f"
"13407","SJQQ2J",5130,"f"
"13408","5WN27N",5250,"f"
"13409","P3EcYE",5130,"f"
"13410","AVEH25",5460,"f"
"13411","MLH6HJ",5610,"f"
"13412","42LZDc",5280,"f"
"13413","FFZF7X",5160,"f"
"13414","LRCNHV",5700,"m"
"13415","F5REDH",5520,"m"
"13416","7GdZTX",5460,"m"
"13417","D7cM6P",5790,"f"
"13418","JE64ZK",5460,"m"
"13419","2dBUQX",5310,"f"
"13420","Yd7WPT",5250,"f"
"13421","735EB3",5460,"f"
"13422","cG6dWL",5430,"m"
"13423","ENUBED",5130,"m"
"13424","J4S4Nd",5310,"f"
"13425","RQXQ37",5610,"f"
"13426","TDYH5c",5250,"f"
"13427","H5HUVK",5520,"f"
"13428","A3HVZU",5490,"m"
"13429","Q5ZTWH",5130,"m"
"13430","CPLE3C",5220,"m"
"13431","VdRXdD",1350,"f"
"13432","DGH6Ld",1440,"f"
"13433","5A2Y2B",1170,"f"
"13434","GRLVFF",1230,"m"
"13435","4Lc7HB",1110,"m"
"13436","5TDN53",1350,"f"
"13437","F5QMEJ",1320,"m"
"13438","KU6RG5",2460,"m"
"13439","B5SScH",2520,"f"
"13440","XFMJ2D",2400,"m"
"13441","XNAGCD",2310,"f"
"13442","CTDG73",2490,"m"
"13443","GQYEcF",2340,"f"
"13444","DTXJAD",2400,"m"
"13445","5EPF77",2400,"f"
"13446","RBWAXG",2370,"f"
"13447","NA75A3",1320,"f"
"13448","ZFASAN",1260,"m"
"13449","UPcFPQ",1170,"f"
"13450","3BJL75",1320,"m"
"13451","L6BNGd",1440,"m"
"13452","4dR3DM",1530,"f"
"13453","FG3c3c",1590,"m"
"13454","3NRZDA",1110,"f"
"13455","cKNVRc",1770,"f"
"13456","KTLJTX",1140,"f"
"13457","QZ77BB",1500,"m"
"13458","DEH3SW",1230,"f"
"13459","CFZAdK",1230,"m"
"13460","223QZT",1590,"f"
"13461","C2PTE3",1380,"f"
"13462","RTVEE7",1560,"m"
"13463","XUYCHN",1170,"f"
"13464","CFGJVV",1140,"f"
"13465","6RYcKQ",1260,"f"
"13466","NX5FLF",1110,"f"
"13467","ZP3B3N",1110,"f"
"13468","RJ5WYZ",1290,"f"
"13469","A5ZcC2",1140,"m"
"13470","LFC354",1110,"f"
"13471","FdK67M",1200,"f"
"13472","K6SSNX",1110,"f"
"13473","E5EL7R",5520,"f"
"13474","AVEH25",5280,"f"
"13475","5CETCY",5520,"m"
"13476","KdTKRC",5730,"m"
"13477","XQc656",2490,"m"
"13478","3QARD5",2250,"m"
"13479","BAA7SE",2310,"f"
"13480","DRTVFR",2190,"f"
"13481","X3U2KL",3300,"m"
"13482","ZdWJU6",1200,"f"
"13483","DZEEEQ",1140,"m"
"13484","cLWD7X",1260,"m"
"13485","VVcSLZ",1170,"m"
"13486","YQXHAZ",1260,"m"
"13487","A5ZcC2",1110,"m"
"13488","4SGNPS",3780,"m"
"13489","77P6BR",3300,"f"
"13490","DJKFNX",3600,"m"
"13491","EM566H",3480,"m"
"13492","VHTSRV",3390,"m"
"13493","UFEZMT",3870,"f"
"13494","UNVGH4",3390,"f"
"13495","G64NX2",3300,"f"
"13496","UEXRGR",3300,"m"
"13497","2RT5YX",3750,"f"
"13498","5Hd5XN",3930,"m"
"13499","M2VDRX",3390,"f"
"13500","ALGACP",3630,"m"
"13501","6VQ5NV",3330,"f"
"13502","QE3QBc",3270,"m"
"13503","RF7BV6",3030,"f"
"13504","ZADALH",3630,"f"
"13505","UDVQ7Y",3330,"m"
"13506","ZU2PLS",3270,"f"
"13507","H7RFHM",3030,"f"
"13508","3NJBME",3360,"m"
"13509","2cLdd2",3180,"f"
"13510","U2YQXC",3870,"m"
"13511","U2YQXC",3870,"m"
"13512","VAKJdV",2940,"m"
"13513","WDNHcd",3990,"f"
"13514","cZVLcN",2970,"m"
"13515","LdNK4E",3090,"m"
"13516","5CZXYC",3240,"m"
"13517","MATGdB",3150,"f"
"13518","NBR2LE",3660,"m"
"13519","MM7MHD",3090,"m"
"13520","XQJNFQ",3510,"m"
"13521","J3RPUM",3930,"m"
"13522","J6GS2X",5820,"m"
"13523","QDLBWP",4500,"f"
"13524","36TYFV",4830,"f"
"13525","46GXRG",4890,"m"
"13526","WUCdQ6",4830,"m"
"13527","K7GP2d",5340,"f"
"13528","EcQK3N",5130,"m"
"13529","cMD6FQ",4980,"m"
"13530","EKACME",4740,"m"
"13531","K7GP2d",5340,"f"
"13532","7GKV4Y",5670,"m"
"13533","F7J6RM",4770,"m"
"13534","PU2VcV",4740,"o"
"13535","C5HA27",4740,"f"
"13536","USPAM2",4920,"f"
"13537","USPAM2",4920,"f"
"13538","CYHPFL",4950,"m"
"13539","SHWDdD",5310,"m"
"13540","27NPYH",4890,"f"
"13541","3EXKKV",4950,"m"
"13542","cMD6FQ",4920,"m"
"13543","LRCNHV",5430,"m"
"13544","PF76LW",5100,"m"
"13545","N2ZVC6",5280,"m"
"13546","B7TKT6",5040,"f"
"13547","7GdZTX",5190,"m"
"13548","735EB3",5250,"f"
"13549","RHTVQE",5010,"m"
"13550","VR4LYE",4500,"m"
"13551","543XTU",5280,"m"
"13552","775VNH",4890,"m"
"13553","N54WCV",5760,"f"
"13554","YAEUF5",5670,"m"
"13555","WQU6QW",5190,"f"
"13556","KRLDTE",4410,"m"
"13557","V3dN5D",4890,"m"
"13558","U32dEc",4950,"m"
"13559","JD34YF",4530,"m"
"13560","WYSHT3",4980,"m"
"13561","MNMX4S",5370,"m"
"13562","cX2D7c",4410,"f"
"13563","UYRcFH",4650,"f"
"13564","UKBcFN",4440,"m"
"13565","DEJDGM",4440,"m"
"13566","4URBHK",5070,"f"
"13567","YKUEcM",4170,"f"
"13568","P7Md7Y",4230,"f"
"13569","6VN3FP",4980,"m"
"13570","E5VGcY",4320,"f"
"13571","NcPKdR",4740,"m"
"13572","5C4cLF",4260,"m"
"13573","YKVL6Y",4020,"m"
"13574","LA3QLT",4770,"f"
"13575","3EXKKV",4860,"m"
"13576","4UTJ5C",4650,"f"
"13577","Z46DHN",4140,"m"
"13578","Rc27L6",5250,"f"
"13579","T7C2LP",4950,"f"
"13580","PCWHCD",4080,"m"
"13581","YSMZLG",4530,"m"
"13582","CJ2JZ3",4590,"m"
"13583","VB2XLF",4110,"m"
"13584","BVZU4W",4140,"m"
"13585","LZWTJC",4140,"m"
"13586","NN3UDW",4440,"m"
"13587","7DNGNA",5070,"m"
"13588","MQ5dCM",4260,"f"
"13589","G3BWNN",4440,"m"
"13590","J7d7Ed",4560,"m"
"13591","6LXAJD",4350,"f"
"13592","FEYCW6",4410,"m"
"13593","W3c3ZK",5580,"m"
"13594","BDKZEN",4050,"m"
"13595","ZQ3TTU",4710,"m"
"13596","XYX3RT",4680,"m"
"13597","JKQG2U",4740,"f"
"13598","VX7XXc",5040,"m"
"13599","26TBKA",4080,"m"
"13600","VMHNQA",4350,"f"
"13601","cYHPQ5",4140,"m"
"13602","KLdCX3",4260,"m"
"13603","SL5H56",4260,"f"
"13604","2CKBJK",4050,"m"
"13605","P7Md7Y",4200,"f"
"13606","VJ5H2T",5160,"o"
"13607","B47FdD",3990,"m"
"13608","J6DT2K",4560,"m"
"13609","Vc73T7",4110,"m"
"13610","2D2Pd2",5190,"f"
"13611","AHG2DK",5700,"m"
"13612","ERC7YR",3870,"f"
"13613","QCPV75",4500,"m"
"13614","CTJFJ4",4950,"m"
"13615","FQNNUZ",5130,"f"
"13616","J6GS2X",5640,"m"
"13617","c3dQ5P",3720,"m"
"13618","AVEH25",5070,"f"
"13619","HMdQVZ",3870,"m"
"13620","FBSJTZ",5820,"f"
"13621","DHLRUE",4560,"m"
"13622","CRAcZd",5430,"f"
"13623","TDSRAc",4770,"f"
"13624","RV46G2",4260,"m"
"13625","2UMdLC",4170,"m"
"13626","c53NTX",3870,"m"
"13627","G5dAEK",4230,"m"
"13628","G36QUX",3840,"m"
"13629","Ddd43L",4500,"f"
"13630","2MNUcZ",5460,"f"
"13631","NSYUD6",3930,"f"
"13632","F7J6RM",4620,"m"
"13633","XKdc35",4170,"f"
"13634","2HPcJ3",4980,"m"
"13635","LN6TPF",4350,"f"
"13636","5WcVK4",5160,"f"
"13637","4BAHDN",3780,"m"
"13638","cFCZPK",4950,"m"
"13639","NKAPDd",5520,"m"
"13640","H5HUVK",5250,"f"
"13641","M6LdNB",4620,"m"
"13642","5MGCBZ",4050,"m"
"13643","ECZKcH",3090,"f"
"13644","FXKXTL",4290,"f"
"13645","4HBDTF",3840,"m"
"13646","d2RNVQ",3090,"f"
"13647","AZQZZJ",3480,"f"
"13648","KYNWJ7",3420,"f"
"13649","PWRD2W",3240,"f"
"13650","THHUXY",2790,"f"
"13651","CcXK5V",3630,"f"
"13652","226DPJ",3870,"m"
"13653","CT6TE2",2280,"f"
"13654","dJUH64",2610,"m"
"13655","MM7MHD",2910,"m"
"13656","TRMZMN",2400,"f"
"13657","DUJVEL",3150,"m"
"13658","GE4NBT",5640,"m"
"13659","XdAMGC",2550,"f"
"13660","GLQULU",2640,"f"
"13661","ADcDUM",3330,"m"
"13662","dB3YRD",4290,"f"
"13663","CACCCP",2880,"m"
"13664","BJZGD2",3270,"f"
"13665","SQPHC7",2310,"f"
"13666","Kc6RMY",3330,"m"
"13667","PBLZWN",5190,"f"
"13668","VZ53KA",4110,"f"
"13669","WUBBEK",2640,"m"
"13670","XS57KJ",2190,"m"
"13671","d3R2U4",3060,"f"
"13672","RCAU4S",1980,"f"
"13673","UGcYTS",2970,"f"
"13674","LXRCcF",1980,"f"
"13675","6WDXTc",2160,"m"
"13676","37LAQX",2910,"m"
"13677","YLJTKQ",1950,"f"
"13678","KPRDT6",3480,"m"
"13679","BVA42Y",1950,"f"
"13680","KBQDD5",2700,"m"
"13681","4QcY5E",2070,"f"
"13682","4d2CPG",3000,"m"
"13683","SDF2YR",2490,"m"
"13684","7YdT45",2550,"f"
"13685","ZALG7S",3570,"f"
"13686","FJZ4BR",4530,"m"
"13687","BZVQUN",3840,"f"
"13688","BNXB5D",2640,"f"
"13689","NDM42C",2220,"f"
"13690","YM2G5C",1380,"f"
"13691","747d4U",2040,"f"
"13692","VEYGC2",3840,"m"
"13693","6RDT55",4920,"f"
"13694","c6dNFC",1500,"f"
"13695","FW72XL",3150,"f"
"13696","DY7SUJ",3870,"f"
"13697","VdM6UX",2880,"m"
"13698","4XE3KX",3600,"f"
"13699","QdRUdL",4170,"m"
"13700","VGGS3V",3480,"m"
"13701","3STC7T",1500,"f"
"13702","7W2BAS",3000,"f"
"13703","CPcQFY",4470,"f"
"13704","K6FCZV",3540,"m"
"13705","QMLL2R",1530,"m"
"13706","3ADQJK",1170,"m"
"13707","YPMRcS",1710,"f"
"13708","K7YdLP",5640,"f"
"13709","DBFU24",4290,"f"
"13710","KE6McV",4020,"f"
"13711","Y5C3MY",2880,"m"
"13712","VdA4LW",1290,"f"
"13713","SCHcHE",3450,"m"
"13714","GFRFTR",1920,"f"
"13715","AF6JVZ",2490,"m"
"13716","dADL67",1890,"f"
"13717","4NJCTY",1590,"m"
"13718","7JUJPC",2790,"m"
"13719","Y2M3FQ",4230,"f"
"13720","WDY6c7",2550,"f"
"13721","C5HA27",4620,"f"
"13722","PU2VcV",4620,"o"
"13723","YFE323",2040,"m"
"13724","GXJBPE",1170,"m"
"13725","VRRTXM",3540,"f"
"13726","65LC6N",1200,"m"
"13727","EHPQXP",2670,"f"
"13728","KN4QXT",1890,"m"
"13729","5Q24K5",1290,"f"
"13730","AEVA5R",2610,"f"
"13731","PZ5DPJ",1170,"f"
"13732","RL56d4",3060,"m"
"13733","VRHSL4",3450,"f"
"13734","SEAHSd",2100,"m"
"13735","NSQ3X6",3420,"f"
"13736","4VHdUK",5040,"m"
"13737","AS4P67",2040,"f"
"13738","Xd7JWC",2010,"m"
"13739","PcR4BM",1980,"m"
"13740","UPTL7Y",3720,"m"
"13741","DHZ3NG",3600,"f"
"13742","YLAdC4",1830,"f"
"13743","PRPWZF",2220,"f"
"13744","NMW7J7",1500,"f"
"13745","MBCA5E",2730,"f"
"13746","NPVQNQ",1740,"m"
"13747","NEQP2Q",1860,"f"
"13748","44WWDL",1890,"f"
"13749","dMcX57",1650,"m"
"13750","P2JCDF",1740,"m"
"13751","XEKPSB",1980,"f"
"13752","dJPCR7",2610,"m"
"13753","QVDCEG",2760,"f"
"13754","TJAT32",1260,"m"
"13755","V5REVB",1500,"m"
"13756","S7FVQH",2070,"m"
"13757","347dJH",1800,"f"
"13758","SCMMCA",3150,"f"
"13759","J33Q67",1440,"m"
"13760","PK2YGJ",4200,"m"
"13761","3G522Y",2460,"f"
"13762","W575AK",2790,"f"
"13763","WQGT5Y",1200,"m"
"13764","d6RFVM",4110,"m"
"13765","GYU46J",4140,"f"
"13766","2cLdd2",2970,"f"
"13767","6FL4TM",2550,"f"
"13768","QVSRQC",1980,"f"
"13769","DKUY4F",1290,"f"
"13770","XAVQXc",2100,"f"
"13771","UZG2dX",2940,"m"
"13772","KHRJM7",3810,"m"
"13773","UAPd65",3060,"m"
"13774","3XcSJ2",3810,"f"
"13775","dR3ZQW",3240,"m"
"13776","LUQK5d",1350,"f"
"13777","KE3Z6Z",3810,"f"
"13778","FVTKHG",2790,"f"
"13779","5HHGcY",2640,"m"
"13780","Fc7UHG",3270,"m"
"13781","Q4EEd6",2460,"f"
"13782","Ddd42B",4590,"m"
"13783","cFJCJK",2490,"f"
"13784","RL5F7C",1590,"m"
"13785","QARBCD",3690,"m"
"13786","c2DEY3",1200,"m"
"13787","LKJRX3",2970,"f"
"13788","7R4XY2",1350,"f"
"13789","MR5MAH",2700,"f"
"13790","Z6JWFD",3000,"m"
"13791","FG5XVM",2550,"m"
"13792","BLMEUH",1560,"f"
"13793","XC7SMU",4050,"m"
"13794","MBSYFS",1740,"m"
"13795","2N2GAd",3060,"f"
"13796","YPNJKP",1740,"f"
"13797","BdHTN4",3420,"m"
"13798","4JccdB",2820,"m"
"13799","XQS345",1140,"f"
"13800","EG4DM2",1680,"m"
"13801","ZPAG2A",2400,"f"
"13802","NBXP7N",3390,"m"
"13803","cE3WXc",1530,"m"
"13804","KRLDTE",4320,"m"
"13805","NY2cZA",3510,"f"
"13806","CUCSW3",2880,"m"
"13807","NZKdcH",1530,"f"
"13808","5Hd5XN",3720,"m"
"13809","JFd4LQ",3120,"f"
"13810","V6JVMB",2700,"m"
"13811","WGSZS6",1920,"m"
"13812","UQYP3K",2160,"f"
"13813","P3MYF5",3300,"f"
"13814","dcddCF",1770,"f"
"13815","CAECUF",3870,"f"
"13816","NZcKZR",2490,"m"
"13817","3MGZ2D",1620,"f"
"13818","Y324M2",4710,"m"
"13819","RKKSJM",3030,"f"
"13820","4ABCC4",1320,"f"
"13821","K73D3S",1860,"f"
"13822","5d3X5S",1620,"f"
"13823","WDETH6",2670,"m"
"13824","dZUWST",2340,"f"
"13825","cYGACQ",1890,"f"
"13826","dXAQG4",2760,"m"
"13827","5WHcX5",3750,"m"
"13828","K7R7CV",2550,"f"
"13829","FG2KCN",1440,"f"
"13830","YHGER6",3660,"f"
"13831","XUUFNU",2460,"f"
"13832","WPK4FZ",2760,"m"
"13833","Q4cDH5",2310,"f"
"13834","CXMSKS",2730,"f"
"13835","EZ6FZQ",1650,"m"
"13836","LCDQES",1530,"f"
"13837","LKKFPd",2400,"f"
"13838","Y4MHXV",2160,"m"
"13839","2ZPdLJ",1500,"f"
"13840","RC5T3R",3480,"f"
"13841","6c4MZT",2850,"f"
"13842","2ZBH3d",4020,"f"
"13843","d44R4W",4110,"f"
"13844","ZEYSWL",1560,"f"
"13845","33NPWV",1380,"m"
"13846","YMH4W3",1650,"f"
"13847","PXBcNU",1500,"m"
"13848","C2J3Kd",1350,"f"
"13849","7UQ674",1200,"f"
"13850","dJZ5QE",2850,"f"
"13851","H3HBTJ",1380,"f"
"13852","AEL3EQ",1200,"m"
"13853","3BMEHF",2130,"m"
"13854","HBWDcR",3210,"m"
"13855","ARMW2Y",3900,"m"
"13856","KMUTBA",2790,"f"
"13857","SCHcHE",3420,"m"
"13858","PXXPWV",2010,"m"
"13859","GCCDGU",1200,"f"
"13860","7EBDYc",3270,"f"
"13861","4P2QUV",1860,"m"
"13862","Z6D7dB",2220,"f"
"13863","75ZW26",1620,"m"
"13864","BC76CA",3780,"m"
"13865","WMJVGR",3000,"m"
"13866","dVMXCc",1770,"f"
"13867","d5Ud2c",1920,"f"
"13868","4VCRcA",2520,"f"
"13869","CQKHMP",4980,"f"
"13870","QRZ4QE",1530,"f"
"13871","EFYJWW",2010,"f"
"13872","LRAUYL",2010,"f"
"13873","AWZXWB",1290,"f"
"13874","R27BW6",5130,"m"
"13875","PHK3XR",2610,"f"
"13876","N4N6Q2",1890,"m"
"13877","YFLMKE",2490,"m"
"13878","5c5BKL",2400,"m"
"13879","VDGZL2",1680,"m"
"13880","cMD6FQ",5220,"m"
"13881","GXGSFD",5640,"f"
"13882","SJQQ2J",5130,"f"
"13883","5WN27N",5250,"f"
"13884","P3EcYE",5130,"f"
"13885","AVEH25",5460,"f"
"13886","MLH6HJ",5610,"f"
"13887","42LZDc",5280,"f"
"13888","FFZF7X",5160,"f"
"13889","LRCNHV",5700,"m"
"13890","F5REDH",5520,"m"
"13891","7GdZTX",5460,"m"
"13892","D7cM6P",5790,"f"
"13893","JE64ZK",5460,"m"
"13894","2dBUQX",5310,"f"
"13895","Yd7WPT",5250,"f"
"13896","735EB3",5460,"f"
"13897","cG6dWL",5430,"m"
"13898","ENUBED",5130,"m"
"13899","J4S4Nd",5310,"f"
"13900","RQXQ37",5610,"f"
"13901","TDYH5c",5250,"f"
"13902","H5HUVK",5520,"f"
"13903","A3HVZU",5490,"m"
"13904","Q5ZTWH",5130,"m"
"13905","CPLE3C",5220,"m"
"13906","VdRXdD",1350,"f"
"13907","DGH6Ld",1440,"f"
"13908","5A2Y2B",1170,"f"
"13909","GRLVFF",1230,"m"
"13910","4Lc7HB",1110,"m"
"13911","5TDN53",1350,"f"
"13912","F5QMEJ",1320,"m"
"13913","KU6RG5",2460,"m"
"13914","B5SScH",2520,"f"
"13915","XFMJ2D",2400,"m"
"13916","XNAGCD",2310,"f"
"13917","CTDG73",2490,"m"
"13918","GQYEcF",2340,"f"
"13919","DTXJAD",2400,"m"
"13920","5EPF77",2400,"f"
"13921","RBWAXG",2370,"f"
"13922","NA75A3",1320,"f"
"13923","ZFASAN",1260,"m"
"13924","UPcFPQ",1170,"f"
"13925","3BJL75",1320,"m"
"13926","L6BNGd",1440,"m"
"13927","4dR3DM",1530,"f"
"13928","FG3c3c",1590,"m"
"13929","3NRZDA",1110,"f"
"13930","cKNVRc",1770,"f"
"13931","KTLJTX",1140,"f"
"13932","QZ77BB",1500,"m"
"13933","DEH3SW",1230,"f"
"13934","CFZAdK",1230,"m"
"13935","223QZT",1590,"f"
"13936","C2PTE3",1380,"f"
"13937","RTVEE7",1560,"m"
"13938","XUYCHN",1170,"f"
"13939","CFGJVV",1140,"f"
"13940","6RYcKQ",1260,"f"
"13941","NX5FLF",1110,"f"
"13942","ZP3B3N",1110,"f"
"13943","RJ5WYZ",1290,"f"
"13944","A5ZcC2",1140,"m"
"13945","LFC354",1110,"f"
"13946","FdK67M",1200,"f"
"13947","K6SSNX",1110,"f"
"13948","E5EL7R",5520,"f"
"13949","AVEH25",5280,"f"
"13950","5CETCY",5520,"m"
"13951","KdTKRC",5730,"m"
"13952","XQc656",2490,"m"
"13953","3QARD5",2250,"m"
"13954","BAA7SE",2310,"f"
"13955","DRTVFR",2190,"f"
"13956","X3U2KL",3300,"m"
"13957","ZdWJU6",1200,"f"
"13958","DZEEEQ",1140,"m"
"13959","cLWD7X",1260,"m"
"13960","VVcSLZ",1170,"m"
"13961","YQXHAZ",1260,"m"
"13962","A5ZcC2",1110,"m"
"13963","4SGNPS",3780,"m"
"13964","77P6BR",3300,"f"
"13965","DJKFNX",3600,"m"
"13966","EM566H",3480,"m"
"13967","VHTSRV",3390,"m"
"13968","UFEZMT",3870,"f"
"13969","UNVGH4",3390,"f"
"13970","G64NX2",3300,"f"
"13971","UEXRGR",3300,"m"
"13972","2RT5YX",3750,"f"
"13973","5Hd5XN",3930,"m"
"13974","M2VDRX",3390,"f"
"13975","ALGACP",3630,"m"
"13976","6VQ5NV",3330,"f"
"13977","QE3QBc",3270,"m"
"13978","RF7BV6",3030,"f"
"13979","ZADALH",3630,"f"
"13980","UDVQ7Y",3330,"m"
"13981","ZU2PLS",3270,"f"
"13982","H7RFHM",3030,"f"
"13983","3NJBME",3360,"m"
"13984","2cLdd2",3180,"f"
"13985","U2YQXC",3870,"m"
"13986","U2YQXC",3870,"m"
"13987","VAKJdV",2940,"m"
"13988","WDNHcd",3990,"f"
"13989","cZVLcN",2970,"m"
"13990","LdNK4E",3090,"m"
"13991","5CZXYC",3240,"m"
"13992","MATGdB",3150,"f"
"13993","NBR2LE",3660,"m"
"13994","MM7MHD",3090,"m"
"13995","XQJNFQ",3510,"m"
"13996","J3RPUM",3930,"m"
"13997","J6GS2X",5820,"m"
"13998","QDLBWP",4500,"f"
"13999","36TYFV",4830,"f"
"14000","46GXRG",4890,"m"
"14001","WUCdQ6",4830,"m"
"14002","K7GP2d",5340,"f"
"14003","EcQK3N",5130,"m"
"14004","cMD6FQ",4980,"m"
"14005","EKACME",4740,"m"
"14006","K7GP2d",5340,"f"
"14007","7GKV4Y",5670,"m"
"14008","F7J6RM",4770,"m"
"14009","PU2VcV",4740,"o"
"14010","C5HA27",4740,"f"
"14011","USPAM2",4920,"f"
"14012","USPAM2",4920,"f"
"14013","CYHPFL",4950,"m"
"14014","SHWDdD",5310,"m"
"14015","27NPYH",4890,"f"
"14016","3EXKKV",4950,"m"
"14017","cMD6FQ",4920,"m"
